cycle,state,Candidateidentifier,Percentage_of_Vote_won_x,samplesize,daysLeft,numberSupport,pollster,Republican,Democrat,pvi,experienced
2010,Nevada,2010NVAngle,44.54660634,500,-273,220,"Rasmussen Reports/Pulse Opinion Research",1,0,2.699113409,1
2010,Illinois,2010ILKirk,48.01487283,576,-80,201,"Public Policy Polling",1,0,9.043077619,1
2010,Nevada,2010NVAngle,44.54660634,500,-23,240,"TCJ Research",1,0,2.699113409,1
2010,Illinois,2010ILGiannoulias,46.41626488,779,-237,260,"We Ask America",0,1,9.043077619,0
2010,Florida,2010FLMeek,20.19801497,750,-15,150,"Rasmussen Reports/Pulse Opinion Research",0,1,-2.272431058,1
2010,Pennsylvania,2010PASestak,48.99150531,485,-78,135,"Franklin & Marshall College",0,1,1.540724783,1
2010,New York,2010NYTownsend,32.20554055,500,-14,155,"Rasmussen Reports/Pulse Opinion Research",1,0,9.881465463,0
2010,Colorado,2010COBuck,46.39724628,1000,-17,460,"Rasmussen Reports/Pulse Opinion Research",1,0,0.857671526,0
2010,New YorkS,2010NYDioGuardi,35.10253681,500,-14,165,"Rasmussen Reports/Pulse Opinion Research",1,0,9.881465463,1
2010,Alaska,2010AKMiller,35.55300721,400,-25,132,"National Research Inc.",1,0,-14.75406313,0
2010,North Carolina,2010NCBurr,54.81213152,500,-21,260,"Rasmussen Reports/Pulse Opinion Research",1,0,-3.52999397,1
2010,Florida,2010FLRubio,48.89468068,607,-172,163,"Ipsos",1,0,-2.272431058,0
2010,Alaska,2010AKMurkowski,39.56548455,1000,-14,370,"TCJ Research",1,0,-14.75406313,1
2010,New Hampshire,2010NHHodes,36.81102232,600,-30,252,"American Research Group",0,1,1.179275557,1
2010,Pennsylvania,2010PASestak,48.99150531,1000,-204,360,"Rasmussen Reports/Pulse Opinion Research",0,1,1.540724783,1
2010,Indiana,2010INEllsworth,39.99900257,500,-259,160,"Rasmussen Reports/Pulse Opinion Research",0,1,-3.169749317,1
2010,Florida,2010FLRubio,48.89468068,567,-73,226,"Public Policy Polling",1,0,-2.272431058,0
2010,New Hampshire,2010NHHodes,36.81102232,709,-26,248,"University of New Hampshire",0,1,1.179275557,1
2010,Florida,2010FLCrist,29.7083258,925,-8,286,"Quinnipiac University",0,0,-2.272431058,1
2010,Connecticut,2010CTBlumenthal,55.15841872,1119,-26,604,"Quinnipiac University",0,1,7.628224845,1
2010,Kentucky,2010KYConway,44.24848978,1021,-5,408,"Public Policy Polling",0,1,-11.92331074,1
2010,Missouri,2010MOBlunt,54.22915491,701,-43,315,"Garin-Hart-Yang Research Group",1,0,-3.757395874,1
2010,Arkansas,2010ARBoozman,57.90293567,500,-190,285,"Rasmussen Reports/Pulse Opinion Research",1,0,-13.86774527,1
2010,Florida,2010FLRubio,48.89468068,750,-69,300,"Rasmussen Reports/Pulse Opinion Research",1,0,-2.272431058,0
2010,Kentucky,2010KYConway,44.24848978,500,-21,210,"TCJ Research",0,1,-11.92331074,1
2010,California,2010CABoxer,52.18210055,500,-174,225,"Rasmussen Reports/Pulse Opinion Research",0,1,8.587518829,1
2010,Nevada,2010NVAngle,44.54660634,625,-85,275,"Mason-Dixon Polling & Research Inc.",1,0,2.699113409,1
2010,California,2010CAFiorina,42.17445044,1000,-8,420,"YouGov",1,0,8.587518829,0
2010,California,2010CAFiorina,42.17445044,569,-63,273,"SurveyUSA",1,0,8.587518829,0
2010,Pennsylvania,2010PASestak,48.99150531,403,-17,177,"Muhlenberg College",0,1,1.540724783,1
2010,Missouri,2010MOBlunt,54.22915491,500,-210,240,"Rasmussen Reports/Pulse Opinion Research",1,0,-3.757395874,1
2010,Arkansas,2010ARBoozman,57.90293567,600,-109,324,"Ipsos",1,0,-13.86774527,1
2010,California,2010CAFiorina,42.17445044,1000,-5,430,"YouGov",1,0,8.587518829,0
2010,Connecticut,2010CTMcMahon,43.21693847,1000,-10,420,"Rasmussen Reports/Pulse Opinion Research",1,0,7.628224845,0
2010,California,2010CAFiorina,42.17445044,587,-7,223,"SurveyUSA",1,0,8.587518829,0
2010,Missouri,2010MOCarnahan,40.62639057,763,-354,328,"Public Policy Polling",0,1,-3.757395874,1
2010,Ohio,2010OHFisher,39.40388949,500,-330,180,"Rasmussen Reports/Pulse Opinion Research",0,1,-1.359029038,1
2010,Florida,2010FLRubio,48.89468068,602,-88,174,"Ipsos",1,0,-2.272431058,0
2010,Florida,2010FLRubio,48.89468068,590,-101,177,"Florida Poll",1,0,-2.272431058,0
2010,Pennsylvania,2010PASestak,48.99150531,460,-9,184,"Muhlenberg College",0,1,1.540724783,1
2010,Pennsylvania,2010PASestak,48.99150531,1000,-8,400,"YouGov",0,1,1.540724783,1
2010,Wisconsin,2010WIFeingold,47.01991543,750,-70,345,"Rasmussen Reports/Pulse Opinion Research",0,1,3.36728419,1
2010,Ohio,2010OHFisher,39.40388949,750,-64,307,"Rasmussen Reports/Pulse Opinion Research",0,1,-1.359029038,1
2010,Florida,2010FLMeek,20.19801497,900,-109,153,"Public Policy Polling",0,1,-2.272431058,1
2010,California,2010CABoxer,52.18210055,601,-21,282,"Ipsos",0,1,8.587518829,1
2010,New YorkS,2010NYGillibrand,62.93697329,592,-32,296,"Public Policy Polling",0,1,9.881465463,1
2010,New YorkS,2010NYGillibrand,62.93697329,1315,-32,789,"CNN/Opinion Research Corp.",0,1,9.881465463,1
2010,Colorado,2010COBennet,48.07900013,500,-293,190,"Rasmussen Reports/Pulse Opinion Research",0,1,0.857671526,1
2010,North Carolina,2010NCBurr,54.81213152,847,-4,440,"Public Policy Polling",1,0,-3.52999397,1
2010,North Carolina,2010NCMarshall,43.04661628,560,-117,201,"SurveyUSA",0,1,-3.52999397,1
2010,North Carolina,2010NCMarshall,43.04661628,500,-119,185,"Rasmussen Reports/Pulse Opinion Research",0,1,-3.52999397,1
2010,California,2010CAFiorina,42.17445044,600,-13,258,"Suffolk University",1,0,8.587518829,0
2010,Ohio,2010OHPortman,56.84629857,1662,-259,664,"Quinnipiac University",1,0,-1.359029038,1
2010,Connecticut,2010CTBlumenthal,55.15841872,1000,-8,510,"YouGov",0,1,7.628224845,1
2010,Pennsylvania,2010PASestak,48.99150531,954,-260,209,"Franklin & Marshall College",0,1,1.540724783,1
2010,California,2010CAFiorina,42.17445044,750,-57,360,"Rasmussen Reports/Pulse Opinion Research",1,0,8.587518829,0
2010,Connecticut,2010CTBlumenthal,55.15841872,800,-55,432,"Hamilton Campaigns",0,1,7.628224845,1
2010,Oregon,2010ORHuffman,39.24883612,750,-23,270,"Rasmussen Reports/Pulse Opinion Research",1,0,4.723342801,0
2010,Oregon,2010ORHuffman,39.24883612,1229,-17,491,"Public Policy Polling",1,0,4.723342801,0
2010,California,2010CABoxer,52.18210055,700,-8,336,"Tulchin Research",0,1,8.587518829,1
2010,Oregon,2010ORWyden,57.2240307,562,-51,303,"SurveyUSA",0,1,4.723342801,1
2010,Iowa,2010IAGrassley,64.35254999,500,-141,270,"Rasmussen Reports/Pulse Opinion Research",1,0,1.16002565,1
2010,Louisiana,2010LAVitter,56.5548137,403,-73,205,"Public Policy Polling",1,0,-13.14929261,1
2010,Arizona,2010AZGlassman,34.65124637,664,-10,252,"Public Policy Polling",0,1,-8.00480619,1
2010,Alaska,2010AKMcAdams,23.50070254,500,-12,125,"Hays Research Group",0,1,-14.75406313,0
2010,Colorado,2010COBennet,48.07900013,1000,-17,450,"Rasmussen Reports/Pulse Opinion Research",0,1,0.857671526,1
2010,North Dakota,2010NDHoeven,76.08034772,500,-266,355,"Rasmussen Reports/Pulse Opinion Research",1,0,-8.1205631,1
2010,Indiana,2010INEllsworth,39.99900257,1250,-194,387,"SurveyUSA",0,1,-3.169749317,1
2010,California,2010CAFiorina,42.17445044,591,-142,277,"CrossTarget",1,0,8.587518829,0
2010,California,2010CAFiorina,42.17445044,500,-146,215,"Rasmussen Reports/Pulse Opinion Research",1,0,8.587518829,0
2010,North Carolina,2010NCBurr,54.81213152,500,-225,255,"Rasmussen Reports/Pulse Opinion Research",1,0,-3.52999397,1
2010,Ohio,2010OHFisher,39.40388949,1356,-5,528,"Public Policy Polling",0,1,-1.359029038,1
2010,North Dakota,2010NDHoeven,76.08034772,500,-140,365,"Rasmussen Reports/Pulse Opinion Research",1,0,-8.1205631,1
2010,Connecticut,2010CTBlumenthal,55.15841872,875,-55,446,"Quinnipiac University",0,1,7.628224845,1
2010,Alaska,2010AKMiller,35.55300721,414,-26,107,"Dittman Research",1,0,-14.75406313,0
2010,Alaska,2010AKMiller,35.55300721,1328,-18,504,"CNN/Opinion Research Corp.",1,0,-14.75406313,0
2010,Pennsylvania,2010PASestak,48.99150531,934,-136,382,"Public Policy Polling",0,1,1.540724783,1
2010,Indiana,2010INCoats,54.57875437,500,-118,255,"Rasmussen Reports/Pulse Opinion Research",1,0,-3.169749317,1
2010,Illinois,2010ILGiannoulias,46.41626488,1360,-39,571,"CNN/Opinion Research Corp.",0,1,9.043077619,0
2010,New York,2010NYTownsend,32.20554055,805,-7,225,"Marist College",1,0,9.881465463,0
2010,Alaska,2010AKMcAdams,23.50070254,500,-63,220,"Rasmussen Reports/Pulse Opinion Research",0,1,-14.75406313,0
2010,New York,2010NYTownsend,32.20554055,700,-5,217,"YouGov",1,0,9.881465463,0
2010,Kansas,2010KSMoran,70.09437836,619,-23,414,"SurveyUSA",1,0,-11.3033895,1
2010,Arkansas,2010ARBoozman,57.90293567,500,-5,275,"Rasmussen Reports/Pulse Opinion Research",1,0,-13.86774527,1
2010,Indiana,2010INEllsworth,39.99900257,500,-90,145,"Rasmussen Reports/Pulse Opinion Research",0,1,-3.169749317,1
2010,North Dakota,2010NDPotter,22.17434635,500,-43,125,"Rasmussen Reports/Pulse Opinion Research",0,1,-8.1205631,1
2010,New Hampshire,2010NHAyotte,60.02825448,500,-6,280,"Rasmussen Reports/Pulse Opinion Research",1,0,1.179275557,0
2010,New Hampshire,2010NHAyotte,60.02825448,885,-6,477,"University of New Hampshire",1,0,1.179275557,0
2010,Pennsylvania,2010PASestak,48.99150531,750,-34,300,"Rasmussen Reports/Pulse Opinion Research",0,1,1.540724783,1
2010,Pennsylvania,2010PASestak,48.99150531,577,-35,219,"Muhlenberg College",0,1,1.540724783,1
2010,Georgia,2010GAIsakson,58.30738031,632,-47,328,"Opinion Savvy/InsiderAdvantage",1,0,-6.317742265,1
2010,Connecticut,2010CTBlumenthal,55.15841872,930,-8,492,"Quinnipiac University",0,1,7.628224845,1
2010,North Dakota,2010NDHoeven,76.08034772,500,-196,345,"Rasmussen Reports/Pulse Opinion Research",1,0,-8.1205631,1
2010,Colorado,2010COBuck,46.39724628,600,-295,228,"Research 2000",1,0,0.857671526,0
2010,New YorkS,2010NYDioGuardi,35.10253681,500,-47,195,"Rasmussen Reports/Pulse Opinion Research",1,0,9.881465463,1
2010,Nevada,2010NVAngle,44.54660634,1000,-14,510,"TCJ Research",1,0,2.699113409,1
2010,Florida,2010FLCrist,29.7083258,500,-148,185,"Rasmussen Reports/Pulse Opinion Research",0,0,-2.272431058,1
2010,Illinois,2010ILGiannoulias,46.41626488,500,-18,235,"TCJ Research",0,1,9.043077619,0
2010,Delaware,2010DEO'Donnell,40.0299933,500,-19,210,"TCJ Research",1,0,8.94510474,0
2010,Delaware,2010DEO'Donnell,40.0299933,500,-26,190,"TCJ Research",1,0,8.94510474,0
2010,California,2010CABoxer,52.18210055,602,-85,252,"SurveyUSA",0,1,8.587518829,1
2010,Florida,2010FLCrist,29.7083258,500,-183,190,"Rasmussen Reports/Pulse Opinion Research",0,0,-2.272431058,1
2010,Wisconsin,2010WIFeingold,47.01991543,1366,-46,655,"CNN/Opinion Research Corp.",0,1,3.36728419,1
2010,Connecticut,2010CTMcMahon,43.21693847,1000,-31,420,"Rasmussen Reports/Pulse Opinion Research",1,0,7.628224845,0
2010,Delaware,2010DEO'Donnell,40.0299933,620,-87,229,"Public Policy Polling",1,0,8.94510474,0
2010,Iowa,2010IAConlin,33.30331711,805,-7,241,"Selzer & Co.",0,1,1.16002565,0
2010,Delaware,2010DEO'Donnell,40.0299933,1000,-3,450,"TCJ Research",1,0,8.94510474,0
2010,Wisconsin,2010WIJohnson,51.85754728,931,-25,484,"CNN/Opinion Research Corp.",1,0,3.36728419,0
2010,Alaska,2010AKMiller,35.55300721,500,-20,175,"Rasmussen Reports/Pulse Opinion Research",1,0,-14.75406313,0
2010,Arkansas,2010ARBoozman,57.90293567,1260,-18,667,"CNN/Opinion Research Corp.",1,0,-13.86774527,1
2010,California,2010CAFiorina,42.17445044,601,-21,240,"Ipsos",1,0,8.587518829,0
2010,California,2010CAFiorina,42.17445044,800,-20,368,"Wilson Perkins Allen Opinion Research",1,0,8.587518829,0
2010,Delaware,2010DEO'Donnell,40.0299933,500,-19,200,"Rasmussen Reports/Pulse Opinion Research",1,0,8.94510474,0
2010,Alaska,2010AKMiller,35.55300721,400,-8,115,"Hellenthal & Associates",1,0,-14.75406313,0
2010,Alaska,2010AKMiller,35.55300721,502,-4,135,"Hays Research Group",1,0,-14.75406313,0
2010,North Carolina,2010NCMarshall,43.04661628,500,-91,200,"Rasmussen Reports/Pulse Opinion Research",0,1,-3.52999397,1
2010,Pennsylvania,2010PASestak,48.99150531,934,-218,336,"Public Policy Polling",0,1,1.540724783,1
2010,Connecticut,2010CTBlumenthal,55.15841872,500,-14,285,"Suffolk University",0,1,7.628224845,1
2010,Florida,2010FLCrist,29.7083258,773,-3,231,"Public Policy Polling",0,0,-2.272431058,1
2010,Illinois,2010ILKirk,48.01487283,750,-29,337,"Rasmussen Reports/Pulse Opinion Research",1,0,9.043077619,1
2010,Alabama,2010ALShelby,65.17547302,500,-152,290,"Rasmussen Reports/Pulse Opinion Research",1,0,-14.58386809,1
2010,California,2010CAFiorina,42.17445044,485,-5,213,"Angus Reid Global",1,0,8.587518829,0
2010,California,2010CAFiorina,42.17445044,750,-70,330,"Rasmussen Reports/Pulse Opinion Research",1,0,8.587518829,0
2010,Pennsylvania,2010PASestak,48.99150531,800,-29,360,"Normington, Petts & Associates",0,1,1.540724783,1
2010,New Hampshire,2010NHHodes,36.81102232,900,-103,378,"Public Policy Polling",0,1,1.179275557,1
2010,Colorado,2010COBuck,46.39724628,500,-293,215,"Rasmussen Reports/Pulse Opinion Research",1,0,0.857671526,0
2010,Illinois,2010ILKirk,48.01487283,500,-188,230,"Rasmussen Reports/Pulse Opinion Research",1,0,9.043077619,1
2010,Nevada,2010NVReid,50.28874251,500,-328,215,"Rasmussen Reports/Pulse Opinion Research",0,1,2.699113409,1
2010,Oregon,2010ORWyden,57.2240307,2237,-20,1185,"ccAdvertising",0,1,4.723342801,1
2010,Wisconsin,2010WIJohnson,51.85754728,638,-129,274,"Public Policy Polling",1,0,3.36728419,0
2010,Connecticut,2010CTMcMahon,43.21693847,1430,-298,328,"Quinnipiac University",1,0,7.628224845,0
2010,Pennsylvania,2010PAToomey,51.00849469,800,-9,368,"Susquehanna Polling & Research Inc.",1,0,1.540724783,1
2010,California,2010CABoxer,52.18210055,750,-43,352,"Rasmussen Reports/Pulse Opinion Research",0,1,8.587518829,1
2010,Ohio,2010OHPortman,56.84629857,750,-7,427,"Rasmussen Reports/Pulse Opinion Research",1,0,-1.359029038,1
2010,Nevada,2010NVAngle,44.54660634,1000,-3,480,"Rasmussen Reports/Pulse Opinion Research",1,0,2.699113409,1
2010,Pennsylvania,2010PAToomey,51.00849469,1000,-10,490,"TCJ Research",1,0,1.540724783,1
2010,Pennsylvania,2010PASestak,48.99150531,631,-15,220,"Franklin & Marshall College",0,1,1.540724783,1
2010,Pennsylvania,2010PASestak,48.99150531,457,-10,187,"Muhlenberg College",0,1,1.540724783,1
2010,Ohio,2010OHPortman,56.84629857,750,-64,352,"Rasmussen Reports/Pulse Opinion Research",1,0,-1.359029038,1
2010,Ohio,2010OHPortman,56.84629857,475,-67,213,"Public Policy Polling",1,0,-1.359029038,1
2010,Ohio,2010OHPortman,56.84629857,1622,-69,811,"Columbus Dispatch",1,0,-1.359029038,1
2010,California,2010CABoxer,52.18210055,750,-30,367,"Rasmussen Reports/Pulse Opinion Research",0,1,8.587518829,1
2010,Kentucky,2010KYConway,44.24848978,500,-34,190,"Rasmussen Reports/Pulse Opinion Research",0,1,-11.92331074,1
2010,Utah,2010UTGranato,32.76672415,625,-8,200,"Mason-Dixon Polling & Research Inc.",0,1,-18.21931213,0
2010,Arizona,2010AZMcCain,58.86007712,500,-56,255,"Rasmussen Reports/Pulse Opinion Research",1,0,-8.00480619,1
2010,Delaware,2010DECoons,56.607309,1366,-46,805,"CNN/Opinion Research Corp.",0,1,8.94510474,1
2010,Kansas,2010KSMoran,70.09437836,500,-125,295,"Rasmussen Reports/Pulse Opinion Research",1,0,-11.3033895,1
2010,Kansas,2010KSMoran,70.09437836,500,-175,305,"Rasmussen Reports/Pulse Opinion Research",1,0,-11.3033895,1
2010,New YorkS,2010NYGillibrand,62.93697329,500,-18,265,"TCJ Research",0,1,9.881465463,1
2010,Florida,2010FLRubio,48.89468068,1527,-4,732,"Susquehanna Polling & Research Inc.",1,0,-2.272431058,0
2010,Kentucky,2010KYConway,44.24848978,700,-43,294,"Benenson Strategy Group",0,1,-11.92331074,1
2010,Florida,2010FLMeek,20.19801497,1000,-3,260,"TCJ Research",0,1,-2.272431058,1
2010,Florida,2010FLCrist,29.7083258,800,-99,312,"Public Strategies Inc.",0,0,-2.272431058,1
2010,Ohio,2010OHPortman,56.84629857,500,-217,215,"Rasmussen Reports/Pulse Opinion Research",1,0,-1.359029038,1
2010,Iowa,2010IAConlin,33.30331711,500,-280,155,"Rasmussen Reports/Pulse Opinion Research",0,1,1.16002565,0
2010,Ohio,2010OHPortman,56.84629857,500,-300,185,"YouGov",1,0,-1.359029038,1
2010,Florida,2010FLCrist,29.7083258,750,-26,187,"Rasmussen Reports/Pulse Opinion Research",0,0,-2.272431058,1
2010,Arizona,2010AZMcCain,58.86007712,500,-96,265,"Rasmussen Reports/Pulse Opinion Research",1,0,-8.00480619,1
2010,Indiana,2010INCoats,54.57875437,600,-253,222,"Research 2000",1,0,-3.169749317,1
2010,Iowa,2010IAGrassley,64.35254999,539,-359,307,"Selzer & Co.",1,0,1.16002565,1
2010,New Hampshire,2010NHHodes,36.81102232,462,-198,147,"University of New Hampshire",0,1,1.179275557,1
2010,Ohio,2010OHFisher,39.40388949,1188,-21,403,"Quinnipiac University",0,1,-1.359029038,1
2010,Florida,2010FLMeek,20.19801497,1151,-40,207,"Quinnipiac University",0,1,-2.272431058,1
2010,Alaska,2010AKMcAdams,23.50070254,400,-8,92,"Hellenthal & Associates",0,1,-14.75406313,0
2010,Louisiana,2010LAVitter,56.5548137,600,-16,288,"Anzalone",1,0,-13.14929261,1
2010,New Hampshire,2010NHHodes,36.81102232,500,-239,185,"Rasmussen Reports/Pulse Opinion Research",0,1,1.179275557,1
2010,California,2010CABoxer,52.18210055,1000,-3,470,"TCJ Research",0,1,8.587518829,1
2010,Colorado,2010COBennet,48.07900013,405,-14,182,"Ipsos",0,1,0.857671526,1
2010,Florida,2010FLMeek,20.19801497,625,-29,131,"Mason-Dixon Polling & Research Inc.",0,1,-2.272431058,1
2010,Ohio,2010OHFisher,39.40388949,750,-7,247,"Rasmussen Reports/Pulse Opinion Research",0,1,-1.359029038,1
2010,Indiana,2010INEllsworth,39.99900257,500,-118,150,"Rasmussen Reports/Pulse Opinion Research",0,1,-3.169749317,1
2010,Ohio,2010OHFisher,39.40388949,1445,-13,578,"Columbus Dispatch",0,1,-1.359029038,1
2010,New YorkS,2010NYGillibrand,62.93697329,808,-148,379,"Siena College",0,1,9.881465463,1
2010,Vermont,2010VTBritton,30.91233023,625,-22,168,"Mason-Dixon Polling & Research Inc.",1,0,15.20853057,0
2010,Alaska,2010AKMiller,35.55300721,421,-10,113,"Dittman Research",1,0,-14.75406313,0
2010,Colorado,2010COBennet,48.07900013,1000,-10,440,"TCJ Research",0,1,0.857671526,1
2010,California,2010CAFiorina,42.17445044,614,-117,288,"SurveyUSA",1,0,8.587518829,0
2010,Pennsylvania,2010PASestak,48.99150531,500,-153,190,"Rasmussen Reports/Pulse Opinion Research",0,1,1.540724783,1
2010,Alaska,2010AKMcAdams,23.50070254,500,-28,80,"Hays Research Group",0,1,-14.75406313,0
2010,Colorado,2010COBennet,48.07900013,473,-66,203,"Public Opinion Strategies",0,1,0.857671526,1
2010,Florida,2010FLCrist,29.7083258,750,-69,225,"Rasmussen Reports/Pulse Opinion Research",0,0,-2.272431058,1
2010,New York,2010NYTownsend,32.20554055,544,-8,174,"SurveyUSA",1,0,9.881465463,0
2010,California,2010CAFiorina,42.17445044,921,-165,386,"Public Policy Polling",1,0,8.587518829,0
2010,Alabama,2010ALBarnes,34.71015463,500,-161,155,"Rasmussen Reports/Pulse Opinion Research",0,1,-14.58386809,0
2010,Louisiana,2010LAMelancon,37.67385458,800,-50,304,"Normington, Petts & Associates",0,1,-13.14929261,1
2010,Kentucky,2010KYConway,44.24848978,1000,-8,440,"YouGov",0,1,-11.92331074,1
2010,Missouri,2010MOCarnahan,40.62639057,625,-106,262,"Mason-Dixon Polling & Research Inc.",0,1,-3.757395874,1
2010,Kentucky,2010KYConway,44.24848978,800,-67,360,"Anzalone",0,1,-11.92331074,1
2010,Washington,2010WAMurray,52.36482585,1000,-38,480,"Rasmussen Reports/Pulse Opinion Research",0,1,5.058520362,1
2010,California,2010CABoxer,52.18210055,921,-165,414,"Public Policy Polling",0,1,8.587518829,1
2010,Georgia,2010GAIsakson,58.30738031,625,-50,325,"Mason-Dixon Polling & Research Inc.",1,0,-6.317742265,1
2010,Alaska,2010AKMcAdams,23.50070254,500,-8,145,"Hays Research Group",0,1,-14.75406313,0
2010,New YorkS,2010NYDioGuardi,35.10253681,500,-139,190,"Rasmussen Reports/Pulse Opinion Research",1,0,9.881465463,1
2010,Ohio,2010OHPortman,56.84629857,652,-25,378,"University of Cincinnati (Ohio Poll)",1,0,-1.359029038,1
2010,Nevada,2010NVAngle,44.54660634,500,-133,240,"Rasmussen Reports/Pulse Opinion Research",1,0,2.699113409,1
2010,Arkansas,2010ARLincoln,36.94511364,600,-190,252,"Research 2000",0,1,-13.86774527,1
2010,Florida,2010FLRubio,48.89468068,1151,-40,529,"Quinnipiac University",1,0,-2.272431058,0
2010,California,2010CAFiorina,42.17445044,610,-44,262,"SurveyUSA",1,0,8.587518829,0
2010,New YorkS,2010NYDioGuardi,35.10253681,775,-225,209,"Marist College",1,0,9.881465463,1
2010,Alaska,2010AKMurkowski,39.56548455,421,-10,155,"Dittman Research",1,0,-14.75406313,1
2010,Florida,2010FLRubio,48.89468068,625,-29,262,"Mason-Dixon Polling & Research Inc.",1,0,-2.272431058,0
2010,Arkansas,2010ARLincoln,36.94511364,500,-190,145,"Rasmussen Reports/Pulse Opinion Research",0,1,-13.86774527,1
2010,Wisconsin,2010WIFeingold,47.01991543,500,-134,230,"Rasmussen Reports/Pulse Opinion Research",0,1,3.36728419,1
2010,Wisconsin,2010WIFeingold,47.01991543,1000,-38,440,"Rasmussen Reports/Pulse Opinion Research",0,1,3.36728419,1
2010,West Virginia,2010WVRaese,43.40293765,500,-23,240,"TCJ Research",1,0,-10.36256312,0
2010,Pennsylvania,2010PAToomey,51.00849469,606,-43,193,"Franklin & Marshall College",1,0,1.540724783,1
2010,Alaska,2010AKMurkowski,39.56548455,400,-8,176,"Hellenthal & Associates",1,0,-14.75406313,1
2010,Wisconsin,2010WIFeingold,47.01991543,677,-45,277,"Public Policy Polling",0,1,3.36728419,1
2010,Colorado,2010COBuck,46.39724628,509,-30,208,"Harstad Strategic Research Inc.",1,0,0.857671526,0
2010,New YorkS,2010NYDioGuardi,35.10253681,505,-15,191,"Marist College",1,0,9.881465463,1
2010,Illinois,2010ILGiannoulias,46.41626488,750,-56,277,"Rasmussen Reports/Pulse Opinion Research",0,1,9.043077619,0
2010,Illinois,2010ILGiannoulias,46.41626488,750,-42,307,"Rasmussen Reports/Pulse Opinion Research",0,1,9.043077619,0
2010,Nevada,2010NVReid,50.28874251,500,-133,205,"Rasmussen Reports/Pulse Opinion Research",0,1,2.699113409,1
2010,Florida,2010FLRubio,48.89468068,1133,-154,373,"Quinnipiac University",1,0,-2.272431058,0
2010,Florida,2010FLRubio,48.89468068,500,-170,195,"Rasmussen Reports/Pulse Opinion Research",1,0,-2.272431058,0
2010,Washington,2010WAMurray,52.36482585,500,-238,230,"Rasmussen Reports/Pulse Opinion Research",0,1,5.058520362,1
2010,New York,2010NYTownsend,32.20554055,541,-5,189,"Angus Reid Global",1,0,9.881465463,0
2010,California,2010CAFiorina,42.17445044,750,-12,345,"Rasmussen Reports/Pulse Opinion Research",1,0,8.587518829,0
2010,New YorkS,2010NYDioGuardi,35.10253681,700,-5,217,"YouGov",1,0,9.881465463,1
2010,Colorado,2010COBuck,46.39724628,1000,-8,450,"YouGov",1,0,0.857671526,0
2010,California,2010CABoxer,52.18210055,750,-12,360,"Rasmussen Reports/Pulse Opinion Research",0,1,8.587518829,1
2010,Washington,2010WARossi,47.63517415,500,-212,230,"Rasmussen Reports/Pulse Opinion Research",1,0,5.058520362,1
2010,Louisiana,2010LAVitter,56.5548137,600,-79,288,"Clarus Research Group",1,0,-13.14929261,1
2010,Arkansas,2010ARBoozman,57.90293567,600,-46,288,"Ipsos",1,0,-13.86774527,1
2010,Colorado,2010COBuck,46.39724628,1059,-3,518,"Public Policy Polling",1,0,0.857671526,0
2010,Illinois,2010ILKirk,48.01487283,1379,-50,532,"We Ask America",1,0,9.043077619,1
2010,Arkansas,2010ARLincoln,36.94511364,500,-140,160,"Rasmussen Reports/Pulse Opinion Research",0,1,-13.86774527,1
2010,Nevada,2010NVAngle,44.54660634,750,-98,322,"Rasmussen Reports/Pulse Opinion Research",1,0,2.699113409,1
2010,Wisconsin,2010WIFeingold,47.01991543,500,-231,225,"Rasmussen Reports/Pulse Opinion Research",0,1,3.36728419,1
2010,Ohio,2010OHFisher,39.40388949,500,-152,215,"Rasmussen Reports/Pulse Opinion Research",0,1,-1.359029038,1
2010,Ohio,2010OHFisher,39.40388949,668,-175,313,"University of Cincinnati (Ohio Poll)",0,1,-1.359029038,1
2010,Ohio,2010OHFisher,39.40388949,1568,-194,627,"Quinnipiac University",0,1,-1.359029038,1
2010,Florida,2010FLRubio,48.89468068,802,-15,320,"Zogby Interactive/JZ Analytics",1,0,-2.272431058,0
2010,Indiana,2010INCoats,54.57875437,500,-203,270,"Rasmussen Reports/Pulse Opinion Research",1,0,-3.169749317,1
2010,Wisconsin,2010WIJohnson,51.85754728,1978,-27,989,"ccAdvertising",1,0,3.36728419,0
2010,New Hampshire,2010NHAyotte,60.02825448,500,-89,255,"Rasmussen Reports/Pulse Opinion Research",1,0,1.179275557,0
2010,Florida,2010FLRubio,48.89468068,1055,-27,464,"Quinnipiac University",1,0,-2.272431058,0
2010,Ohio,2010OHFisher,39.40388949,500,-300,155,"YouGov",0,1,-1.359029038,1
2010,Florida,2010FLRubio,48.89468068,1151,-27,517,"Susquehanna Polling & Research Inc.",1,0,-2.272431058,0
2010,Kentucky,2010KYPaul,55.72658573,500,-216,250,"Rasmussen Reports/Pulse Opinion Research",1,0,-11.92331074,0
2010,New YorkS,2010NYDioGuardi,35.10253681,603,-6,223,"Siena College",1,0,9.881465463,1
2010,Illinois,2010ILKirk,48.01487283,600,-13,216,"Anzalone",1,0,9.043077619,1
2010,Florida,2010FLRubio,48.89468068,1333,-18,519,"CNN/Opinion Research Corp.",1,0,-2.272431058,0
2010,New Hampshire,2010NHAyotte,60.02825448,444,-279,182,"University of New Hampshire",1,0,1.179275557,0
2010,Connecticut,2010CTMcMahon,43.21693847,1451,-238,406,"Quinnipiac University",1,0,7.628224845,0
