cycle,state,Candidateidentifier,Percentage.of.Vote.won.x,samplesize,daysLeft,numberSupport,pollster,Republican,Democrat,pvi,experienced
2010,Nevada,2010NVAngle,44.54660634,1000,-45,460.0,Rasmussen Reports/Pulse Opinion Research,1,0,2.6991134089999997,1
2010,Washington,2010WAMurray,52.36482585,500,-37,210.0,"Fabrizio, Lee & Associates",0,1,5.058520361999999,1
2010,Florida,2010FLMeek,20.19801497,500,-170,90.0,Rasmussen Reports/Pulse Opinion Research,0,1,-2.272431058,1
2010,Wisconsin,2010WIFeingold,47.01991543,750,-84,345.0,Rasmussen Reports/Pulse Opinion Research,0,1,3.36728419,1
2010,Pennsylvania,2010PASestak,48.99150531,474,-5,208.0,Muhlenberg College,0,1,1.5407247830000002,1
2010,New York,2010NYGillibrand,62.93697329,672,-15,383.0,Quinnipiac University,0,1,9.881465463,1
2010,West Virginia,2010WVManchin,53.4690196,1000,-3,480.0,TCJ Research,0,1,-10.36256312,1
2010,West Virginia,2010WVManchin,53.4690196,1397,-45,600.0,Public Policy Polling,0,1,-10.36256312,1
2010,North Carolina,2010NCBurr,54.81213152,878,-235,359.0,Public Policy Polling,1,0,-3.52999397,1
2010,Florida,2010FLMeek,20.19801497,750,-69,157.0,Rasmussen Reports/Pulse Opinion Research,0,1,-2.272431058,1
2010,Florida,2010FLRubio,48.89468068,1000,-52,430.0,Rasmussen Reports/Pulse Opinion Research,1,0,-2.272431058,0
2010,Ohio,2010OHFisher,39.40388949,652,-25,234.0,University of Cincinnati (Ohio Poll),0,1,-1.359029038,1
2010,Delaware,2010DECoons,56.607308999999994,797,-13,454.0,Fairleigh Dickinson University (PublicMind),0,1,8.94510474,1
2010,New York,2010NYTownsend,32.20554055,801,-47,240.0,Siena College,1,0,9.881465463,0
2010,Illinois,2010ILGiannoulias,46.41626488,600,-183,228.0,Research 2000,0,1,9.043077619,0
2010,Nevada,2010NVReid,50.28874251,1000,-52,440.0,Rasmussen Reports/Pulse Opinion Research,0,1,2.6991134089999997,1
2010,Georgia,2010GAIsakson,58.30738031,601,-12,348.0,SurveyUSA,1,0,-6.317742265,1
2010,Ohio,2010OHFisher,39.40388949,839,-19,327.0,University of Cincinnati (Ohio Poll),0,1,-1.359029038,1
2010,Washington,2010WAMurray,52.36482585,1000,-3,490.0,Rasmussen Reports/Pulse Opinion Research,0,1,5.058520361999999,1
2010,New Hampshire,2010NHHodes,36.81102232,500,-265,195.0,Rasmussen Reports/Pulse Opinion Research,0,1,1.179275557,1
2010,Alaska,2010AKMcAdams,23.50070254,1000,-3,270.0,TCJ Research,0,1,-14.75406313,0
2010,Georgia,2010GAThurmond,38.99864515,500,-166,150.0,Rasmussen Reports/Pulse Opinion Research,0,1,-6.317742265,1
2010,Florida,2010FLCrist,29.708325800000004,607,-172,182.0,Ipsos,0,0,-2.272431058,1
2010,Wisconsin,2010WIFeingold,47.01991543,400,-34,164.0,Voter/Consumer Research,0,1,3.36728419,1
2010,Arizona,2010AZGlassman,34.65124637,1000,-169,280.0,Rasmussen Reports/Pulse Opinion Research,0,1,-8.00480619,1
2010,Arizona,2010AZGlassman,34.65124637,500,-96,170.0,Rasmussen Reports/Pulse Opinion Research,0,1,-8.00480619,1
2010,Colorado,2010COBennet,48.07900013,1000,-8,490.0,YouGov,0,1,0.857671526,1
2010,New York,2010NYSchumer,66.30444336,500,-28,335.0,Angus Reid Global,0,1,9.881465463,1
2010,New York,2010NYTownsend,32.20554055,672,-15,215.0,Quinnipiac University,1,0,9.881465463,0
2010,Georgia,2010GAThurmond,38.99864515,3277,-14,1146.0,Landmark Communications,0,1,-6.317742265,1
2010,New York,2010NYTownsend,32.20554055,1000,-8,310.0,YouGov,1,0,9.881465463,0
2010,Florida,2010FLCrist,29.708325800000004,567,-73,181.0,Public Policy Polling,0,0,-2.272431058,1
2010,Kentucky,2010KYConway,44.24848978,1336,-13,587.0,CNN/Opinion Research Corp.,0,1,-11.92331074,1
2010,North Dakota,2010NDHoeven,76.08034772,500,-104,345.0,Rasmussen Reports/Pulse Opinion Research,1,0,-8.1205631,1
2010,Ohio,2010OHPortman,56.84629857,600,-88,282.0,Ipsos,1,0,-1.359029038,1
2010,Alabama,2010ALBarnes,34.71015463,500,-152,155.0,Rasmussen Reports/Pulse Opinion Research,0,1,-14.58386809,0
2010,Wisconsin,2010WIJohnson,51.85754728,1000,-8,490.0,YouGov,1,0,3.36728419,0
2010,Connecticut,2010CTBlumenthal,55.15841872,750,-9,420.0,Rasmussen Reports/Pulse Opinion Research,0,1,7.628224845,1
2010,Nevada,2010NVReid,50.28874251,1000,-3,450.0,TCJ Research,0,1,2.6991134089999997,1
2010,Iowa,2010IAGrassley,64.35254999,500,-89,275.0,Rasmussen Reports/Pulse Opinion Research,1,0,1.16002565,1
2010,Ohio,2010OHPortman,56.84629857,600,-211,234.0,Research 2000,1,0,-1.359029038,1
2010,Illinois,2010ILKirk,48.01487283,604,-40,223.0,Global Strategy Group,1,0,9.043077619,1
2010,Illinois,2010ILGiannoulias,46.41626488,500,-272,200.0,Rasmussen Reports/Pulse Opinion Research,0,1,9.043077619,0
2010,Illinois,2010ILGiannoulias,46.41626488,591,-143,183.0,Public Policy Polling,0,1,9.043077619,0
2010,California,2010CAFiorina,42.17445044,750,-6,345.0,Rasmussen Reports/Pulse Opinion Research,1,0,8.587518829,0
2010,Pennsylvania,2010PASestak,48.99150531,604,-25,283.0,Garin-Hart-Yang Research Group,0,1,1.5407247830000002,1
2010,Delaware,2010DECoons,56.607308999999994,500,-19,250.0,TCJ Research,0,1,8.94510474,1
2010,New York,2010NYDioGuardi,35.10253681,500,-174,140.0,Rasmussen Reports/Pulse Opinion Research,1,0,9.881465463,1
2010,Kansas,2010KSJohnston,26.37854963,500,-125,115.0,Rasmussen Reports/Pulse Opinion Research,0,1,-11.3033895,0
2010,North Carolina,2010NCMarshall,43.04661628,678,-291,250.0,Public Policy Polling,0,1,-3.52999397,1
2010,Nevada,2010NVAngle,44.54660634,625,-162,243.0,Mason-Dixon Polling & Research Inc.,1,0,2.6991134089999997,1
2010,Connecticut,2010CTMcMahon,43.21693847,1277,-32,472.0,CNN/Opinion Research Corp.,1,0,7.628224845,0
2010,Nevada,2010NVAngle,44.54660634,625,-22,293.0,Mason-Dixon Polling & Research Inc.,1,0,2.6991134089999997,1
2010,New York,2010NYGillibrand,62.93697329,500,-139,245.0,Rasmussen Reports/Pulse Opinion Research,0,1,9.881465463,1
2010,Idaho,2010IDSullivan,24.92759104,1347,-62,211.0,Qualtrics,0,1,-16.7166032,0
2010,Iowa,2010IAGrassley,64.35254999,550,-44,335.0,Selzer & Co.,1,0,1.16002565,1
2010,Delaware,2010DEO'Donnell,40.029993299999994,500,-61,180.0,Rasmussen Reports/Pulse Opinion Research,1,0,8.94510474,0
2010,Wisconsin,2010WIJohnson,51.85754728,750,-22,390.0,Rasmussen Reports/Pulse Opinion Research,1,0,3.36728419,0
2010,Maryland,2010MDMikulski,62.19298332,750,-9,420.0,Rasmussen Reports/Pulse Opinion Research,0,1,9.241745283,1
2010,Arkansas,2010ARBoozman,57.90293567,600,-176,324.0,Research 2000,1,0,-13.86774527,1
2010,Florida,2010FLRubio,48.89468068,500,-117,180.0,Rasmussen Reports/Pulse Opinion Research,1,0,-2.272431058,0
2010,West Virginia,2010WVRaese,43.40293765,1000,-10,470.0,TCJ Research,1,0,-10.36256312,0
2010,Washington,2010WAMurray,52.36482585,500,-212,240.0,Rasmussen Reports/Pulse Opinion Research,0,1,5.058520361999999,1
2010,North Carolina,2010NCBurr,54.81213152,500,-279,235.0,Rasmussen Reports/Pulse Opinion Research,1,0,-3.52999397,1
2010,Pennsylvania,2010PASestak,48.99150531,1161,-182,464.0,Quinnipiac University,0,1,1.5407247830000002,1
2010,Pennsylvania,2010PASestak,48.99150531,445,-45,173.0,Muhlenberg College,0,1,1.5407247830000002,1
2010,Oregon,2010ORWyden,57.2240307,399,-138,179.0,"Davis, Hibbitts & Midghall Inc.",0,1,4.723342801,1
2010,Maryland,2010MDWargotz,35.75336804,1434,-14,387.0,ABC News/Washington Post,1,0,9.241745283,0
2010,Arizona,2010AZGlassman,34.65124637,500,-30,165.0,Rasmussen Reports/Pulse Opinion Research,0,1,-8.00480619,1
2010,Connecticut,2010CTMcMahon,43.21693847,600,-295,204.0,Research 2000,1,0,7.628224845,0
2010,Colorado,2010COBuck,46.39724628,500,-148,230.0,Rasmussen Reports/Pulse Opinion Research,1,0,0.857671526,0
2010,California,2010CAFiorina,42.17445044,1328,-13,491.0,CNN/Opinion Research Corp.,1,0,8.587518829,0
2010,Ohio,2010OHFisher,39.40388949,482,-129,192.0,Public Policy Polling,0,1,-1.359029038,1
2010,Ohio,2010OHFisher,39.40388949,1107,-133,464.0,Quinnipiac University,0,1,-1.359029038,1
2010,Utah,2010UTLee,61.55903248,500,-132,290.0,Rasmussen Reports/Pulse Opinion Research,1,0,-18.21931213,0
2010,Washington,2010WARossi,47.63517415,1340,-53,589.0,CNN/Opinion Research Corp.,1,0,5.058520361999999,1
2010,West Virginia,2010WVManchin,53.4690196,500,-117,325.0,Rasmussen Reports/Pulse Opinion Research,0,1,-10.36256312,1
2010,Illinois,2010ILGiannoulias,46.41626488,1000,-3,430.0,TCJ Research,0,1,9.043077619,0
2010,West Virginia,2010WVRaese,43.40293765,1696,-18,678.0,ccAdvertising,1,0,-10.36256312,0
2010,Oklahoma,2010OKCoburn,70.63670979,500,-125,325.0,Rasmussen Reports/Pulse Opinion Research,1,0,-19.34147964,1
2010,New York,2010NYTownsend,32.20554055,915,-44,292.0,Marist College,1,0,9.881465463,0
2010,Illinois,2010ILKirk,48.01487283,600,-253,216.0,Research 2000,1,0,9.043077619,1
2010,Iowa,2010IAGrassley,64.35254999,600,-183,294.0,Research 2000,1,0,1.16002565,1
2010,Iowa,2010IAGrassley,64.35254999,500,-187,265.0,Rasmussen Reports/Pulse Opinion Research,1,0,1.16002565,1
2010,New Hampshire,2010NHAyotte,60.02825448,453,-106,203.0,University of New Hampshire,1,0,1.179275557,0
2010,Oklahoma,2010OKCoburn,70.63670979,352,-30,218.0,SoonerPoll.com,1,0,-19.34147964,1
2010,West Virginia,2010WVManchin,53.4690196,450,-22,216.0,Orion Strategies,0,1,-10.36256312,1
2010,Washington,2010WARossi,47.63517415,612,-23,287.0,SurveyUSA,1,0,5.058520361999999,1
2010,Wisconsin,2010WIFeingold,47.01991543,500,-280,215.0,Rasmussen Reports/Pulse Opinion Research,0,1,3.36728419,1
2010,Pennsylvania,2010PASestak,48.99150531,1310,-13,615.0,CNN/Opinion Research Corp.,0,1,1.5407247830000002,1
2010,Ohio,2010OHPortman,56.84629857,1000,-52,480.0,Rasmussen Reports/Pulse Opinion Research,1,0,-1.359029038,1
2010,Ohio,2010OHPortman,56.84629857,750,-50,367.0,Rasmussen Reports/Pulse Opinion Research,1,0,-1.359029038,1
2010,Connecticut,2010CTMcMahon,43.21693847,1350,-153,472.0,Quinnipiac University,1,0,7.628224845,0
2010,California,2010CABoxer,52.18210055,750,-20,367.0,Rasmussen Reports/Pulse Opinion Research,0,1,8.587518829,1
2010,New York,2010NYGillibrand,62.93697329,751,-47,360.0,Quinnipiac University,0,1,9.881465463,1
2010,Pennsylvania,2010PASestak,48.99150531,484,-6,208.0,Muhlenberg College,0,1,1.5407247830000002,1
2010,Wisconsin,2010WIJohnson,51.85754728,400,-9,192.0,Voter/Consumer Research,1,0,3.36728419,0
2010,Ohio,2010OHFisher,39.40388949,730,-54,255.0,Quinnipiac University,0,1,-1.359029038,1
2010,Ohio,2010OHFisher,39.40388949,1000,-45,360.0,Rasmussen Reports/Pulse Opinion Research,0,1,-1.359029038,1
2010,Louisiana,2010LAMelancon,37.67385458,600,-24,252.0,Anzalone,0,1,-13.14929261,1
2010,Nevada,2010NVReid,50.28874251,625,-154,256.0,Mason-Dixon Polling & Research Inc.,0,1,2.6991134089999997,1
2010,Wisconsin,2010WIFeingold,47.01991543,500,-98,230.0,Rasmussen Reports/Pulse Opinion Research,0,1,3.36728419,1
2010,Florida,2010FLMeek,20.19801497,800,-99,112.0,Public Strategies Inc.,0,1,-2.272431058,1
2010,Maryland,2010MDWargotz,35.75336804,500,-117,165.0,Rasmussen Reports/Pulse Opinion Research,1,0,9.241745283,0
2010,Louisiana,2010LAVitter,56.5548137,1030,-145,525.0,Magellan Strategies,1,0,-13.14929261,1
2010,Connecticut,2010CTMcMahon,43.21693847,930,-8,409.0,Quinnipiac University,1,0,7.628224845,0
2010,Florida,2010FLMeek,20.19801497,567,-73,96.0,Public Policy Polling,0,1,-2.272431058,1
2010,Florida,2010FLRubio,48.89468068,1016,-62,436.0,Susquehanna Polling & Research Inc.,1,0,-2.272431058,0
2010,Illinois,2010ILKirk,48.01487283,470,-40,188.0,Public Policy Polling,1,0,9.043077619,1
2010,Louisiana,2010LAVitter,56.5548137,500,-237,285.0,Rasmussen Reports/Pulse Opinion Research,1,0,-13.14929261,1
2010,Ohio,2010OHFisher,39.40388949,750,-22,255.0,Rasmussen Reports/Pulse Opinion Research,0,1,-1.359029038,1
2010,Alaska,2010AKMcAdams,23.50070254,414,-26,86.0,Dittman Research,0,1,-14.75406313,0
2010,Ohio,2010OHPortman,56.84629857,1350,-18,661.0,CNN/Opinion Research Corp.,1,0,-1.359029038,1
2010,West Virginia,2010WVManchin,53.4690196,1273,-25,572.0,CNN/Opinion Research Corp.,0,1,-10.36256312,1
2010,Georgia,2010GAIsakson,58.30738031,412,-36,251.0,Opinion Savvy/InsiderAdvantage,1,0,-6.317742265,1
2010,New Hampshire,2010NHHodes,36.81102232,1474,-199,589.0,Public Policy Polling,0,1,1.179275557,1
2010,New Hampshire,2010NHHodes,36.81102232,500,-209,175.0,Rasmussen Reports/Pulse Opinion Research,0,1,1.179275557,1
2010,Georgia,2010GAIsakson,58.30738031,3277,-14,1835.0,Landmark Communications,1,0,-6.317742265,1
2010,New Hampshire,2010NHHodes,36.81102232,600,-274,228.0,Research 2000,0,1,1.179275557,1
2010,Arkansas,2010ARLincoln,36.94511364,793,-108,253.0,Zata3,0,1,-13.86774527,1
2010,Georgia,2010GAThurmond,38.99864515,500,-83,205.0,Rasmussen Reports/Pulse Opinion Research,0,1,-6.317742265,1
2010,Missouri,2010MOBlunt,54.22915491,763,-354,320.0,Public Policy Polling,1,0,-3.7573958739999997,1
2010,Alaska,2010AKMurkowski,39.56548455,331,-12,119.0,Dittman Research,1,0,-14.75406313,1
2010,Georgia,2010GAThurmond,38.99864515,500,-194,175.0,Rasmussen Reports/Pulse Opinion Research,0,1,-6.317742265,1
2010,Georgia,2010GAThurmond,38.99864515,600,-211,156.0,Research 2000,0,1,-6.317742265,1
2010,Ohio,2010OHFisher,39.40388949,492,-6,196.0,Angus Reid Global,0,1,-1.359029038,1
2010,Alaska,2010AKMcAdams,23.50070254,500,-16,125.0,Hays Research Group,0,1,-14.75406313,0
2010,Washington,2010WAMurray,52.36482585,500,-160,240.0,Rasmussen Reports/Pulse Opinion Research,0,1,5.058520361999999,1
2010,West Virginia,2010WVManchin,53.4690196,1696,-18,729.0,ccAdvertising,0,1,-10.36256312,1
2010,Kansas,2010KSMoran,70.09437836,588,-82,405.0,SurveyUSA,1,0,-11.3033895,1
2010,Washington,2010WAMurray,52.36482585,405,-187,206.0,Elway Research,0,1,5.058520361999999,1
2010,West Virginia,2010WVManchin,53.4690196,750,-2,375.0,Rasmussen Reports/Pulse Opinion Research,0,1,-10.36256312,1
2010,California,2010CAFiorina,42.17445044,600,-130,245.0,Ipsos,1,0,8.587518829,0
2010,North Carolina,2010NCBurr,54.81213152,600,-15,264.0,Tel Opinion Research,1,0,-3.52999397,1
2010,Indiana,2010INCoats,54.57875437,500,-153,235.0,Rasmussen Reports/Pulse Opinion Research,1,0,-3.169749317,1
2010,Ohio,2010OHPortman,56.84629857,482,-129,183.0,Public Policy Polling,1,0,-1.359029038,1
2010,Florida,2010FLCrist,29.708325800000004,899,-61,305.0,CNN/Opinion Research Corp.,0,0,-2.272431058,1
2010,Nevada,2010NVReid,50.28874251,600,-155,258.0,Research 2000,0,1,2.6991134089999997,1
2010,Florida,2010FLMeek,20.19801497,700,-5,105.0,YouGov,0,1,-2.272431058,1
2010,Indiana,2010INCoats,54.57875437,500,-259,230.0,Rasmussen Reports/Pulse Opinion Research,1,0,-3.169749317,1
2010,Ohio,2010OHPortman,56.84629857,1025,-34,563.0,Quinnipiac University,1,0,-1.359029038,1
2010,California,2010CABoxer,52.18210055,1102,-238,484.0,Public Policy Institute of California,0,1,8.587518829,1
2010,Florida,2010FLRubio,48.89468068,800,-36,320.0,Public Opinion Strategies,1,0,-2.272431058,0
2010,Nevada,2010NVReid,50.28874251,500,-23,220.0,TCJ Research,0,1,2.6991134089999997,1
2010,Ohio,2010OHPortman,56.84629857,750,-22,427.0,Rasmussen Reports/Pulse Opinion Research,1,0,-1.359029038,1
2010,Illinois,2010ILKirk,48.01487283,779,-237,336.0,We Ask America,1,0,9.043077619,1
2010,Connecticut,2010CTBlumenthal,55.15841872,810,-33,429.0,Public Policy Polling,0,1,7.628224845,1
2010,Washington,2010WARossi,47.63517415,500,-282,225.0,Moore Information,1,0,5.058520361999999,1
2010,Illinois,2010ILGiannoulias,46.41626488,750,-7,315.0,Rasmussen Reports/Pulse Opinion Research,0,1,9.043077619,0
2010,Idaho,2010IDCrapo,71.17500501,625,-13,400.0,Mason-Dixon Polling & Research Inc.,1,0,-16.7166032,1
2010,Idaho,2010IDSullivan,24.92759104,500,-110,135.0,Rasmussen Reports/Pulse Opinion Research,0,1,-16.7166032,0
2010,Missouri,2010MOBlunt,54.22915491,500,-183,250.0,Rasmussen Reports/Pulse Opinion Research,1,0,-3.7573958739999997,1
2010,Colorado,2010COBuck,46.39725,601,-74,264.0,Ipsos,1,0,0.8576715,0
2010,North Carolina,2010NCMarshall,43.046620000000004,593,-326,219.0,Public Policy Polling,0,1,-3.5299940000000003,1
2010,Nevada,2010NVAngle,44.54661,500,-189,240.0,Rasmussen Reports/Pulse Opinion Research,1,0,2.699113,1
2010,Alaska,2010AKMurkowski,39.56548,1328,-18,424.0,CNN/Opinion Research Corp.,1,0,-14.75406,1
2010,Nevada,2010NVAngle,44.54661,500,-216,255.0,Rasmussen Reports/Pulse Opinion Research,1,0,2.699113,1
2010,Pennsylvania,2010PAToomey,51.00849,684,-48,342.0,Quinnipiac University,1,0,1.540725,1
2010,Alaska,2010AKMurkowski,39.56548,1678,-24,553.0,Public Policy Polling,1,0,-14.75406,1
2010,New York,2010NYGillibrand,62.936969999999995,760,-119,387.0,Siena College,0,1,9.881464999999999,1
2010,South Carolina,2010SCGreene,27.646320000000003,500,-69,95.0,Rasmussen Reports/Pulse Opinion Research,0,1,-8.232332000000001,0
2010,Maryland,2010MDWargotz,35.753370000000004,816,-22,310.0,Gonzales Research & Marketing Strategies Inc.,1,0,9.241745,0
2010,Illinois,2010ILKirk,48.01487,900,-37,378.0,Fulcrum Campaign Strategies,1,0,9.043078,1
2010,Nevada,2010NVAngle,44.54661,625,-71,275.0,Mason-Dixon Polling & Research Inc.,1,0,2.699113,1
2010,North Carolina,2010NCMarshall,43.046620000000004,500,-225,175.0,Rasmussen Reports/Pulse Opinion Research,0,1,-3.5299940000000003,1
2010,Wisconsin,2010WIFeingold,47.01992,638,-129,287.0,Public Policy Polling,0,1,3.3672839999999997,1
2010,California,2010CABoxer,52.1821,866,-61,415.0,CNN/Opinion Research Corp.,0,1,8.587519,1
2010,Nevada,2010NVReid,50.288740000000004,625,-8,281.0,Mason-Dixon Polling & Research Inc.,0,1,2.699113,1
2010,Kentucky,2010KYPaul,55.72659,802,-64,336.0,Braun Research,1,0,-11.92331,0
2010,North Carolina,2010NCBurr,54.81213,788,-263,338.0,Public Policy Polling,1,0,-3.5299940000000003,1
2010,New York,2010NYDioGuardi,35.102540000000005,544,-8,195.0,SurveyUSA,1,0,9.881464999999999,1
2010,Delaware,2010DEO'Donnell,40.029990000000005,2355,-22,777.0,SurveyUSA,1,0,8.945105,0
2010,Nevada,2010NVReid,50.288740000000004,625,-162,262.0,Mason-Dixon Polling & Research Inc.,0,1,2.699113,1
2010,Maryland,2010MDMikulski,62.192980000000006,798,-18,470.0,OpinionWorks,0,1,9.241745,1
2010,Wisconsin,2010WIFeingold,47.01992,402,-21,188.0,St. Norbert College,0,1,3.3672839999999997,1
2010,Washington,2010WARossi,47.63517,500,-238,245.0,Rasmussen Reports/Pulse Opinion Research,1,0,5.05852,1
2010,Missouri,2010MOCarnahan,40.62639,500,-183,210.0,Rasmussen Reports/Pulse Opinion Research,0,1,-3.757396,1
2010,Florida,2010FLRubio,48.89468,448,-24,197.0,Public Policy Polling,1,0,-2.272431,0
2010,Washington,2010WARossi,47.63517,750,-63,375.0,Rasmussen Reports/Pulse Opinion Research,1,0,5.05852,1
2010,Washington,2010WARossi,47.63517,501,-54,205.0,Elway Research,1,0,5.05852,1
2010,Wisconsin,2010WIFeingold,47.01992,500,-258,215.0,Rasmussen Reports/Pulse Opinion Research,0,1,3.3672839999999997,1
2010,Nevada,2010NVReid,50.288740000000004,625,-301,250.0,Mason-Dixon Polling & Research Inc.,0,1,2.699113,1
2010,Oklahoma,2010OKRogers,26.13319,500,-68,120.0,Rasmussen Reports/Pulse Opinion Research,0,1,-19.341479999999997,0
2010,Kentucky,2010KYConway,44.248490000000004,500,-216,180.0,Rasmussen Reports/Pulse Opinion Research,0,1,-11.92331,1
2010,Kentucky,2010KYConway,44.248490000000004,600,-232,234.0,Research 2000,0,1,-11.92331,1
2010,Illinois,2010ILKirk,48.01487,1000,-33,333.0,Southern Illinois University,1,0,9.043078,1
2010,California,2010CAFiorina,42.17445,1000,-10,490.0,TCJ Research,1,0,8.587519,0
2010,New York,2010NYGillibrand,62.936969999999995,788,-85,425.0,Siena College,0,1,9.881464999999999,1
2010,California,2010CAFiorina,42.17445,1000,-14,500.0,TCJ Research,1,0,8.587519,0
2010,Indiana,2010INEllsworth,39.999,500,-49,170.0,Rasmussen Reports/Pulse Opinion Research,0,1,-3.1697490000000004,1
2010,Connecticut,2010CTBlumenthal,55.15841999999999,1451,-238,885.0,Quinnipiac University,0,1,7.628225,1
2010,Pennsylvania,2010PAToomey,51.00849,1119,-232,302.0,Franklin & Marshall College,1,0,1.540725,1
2010,North Carolina,2010NCMarshall,43.046620000000004,878,-235,316.0,Public Policy Polling,0,1,-3.5299940000000003,1
2010,Florida,2010FLMeek,20.19801,1096,-83,175.0,Quinnipiac University,0,1,-2.272431,1
2010,Florida,2010FLRubio,48.89468,969,-103,319.0,Quinnipiac University,1,0,-2.272431,0
2010,Connecticut,2010CTMcMahon,43.21694,500,-182,195.0,Rasmussen Reports/Pulse Opinion Research,1,0,7.628225,0
2010,Pennsylvania,2010PASestak,48.99151,470,-8,197.0,Muhlenberg College,0,1,1.540725,1
2010,Florida,2010FLMeek,20.19801,750,-85,157.0,Rasmussen Reports/Pulse Opinion Research,0,1,-2.272431,1
2010,Florida,2010FLMeek,20.19801,590,-101,70.0,Florida Poll,0,1,-2.272431,1
2010,Louisiana,2010LAMelancon,37.67385,500,-64,165.0,Rasmussen Reports/Pulse Opinion Research,0,1,-13.149289999999999,1
2010,Colorado,2010COBennet,48.07899999999999,580,-242,266.0,Public Policy Polling,0,1,0.8576715,1
2010,Pennsylvania,2010PAToomey,51.00849,457,-10,210.0,Muhlenberg College,1,0,1.540725,1
2010,Kentucky,2010KYPaul,55.72659,500,-56,270.0,Rasmussen Reports/Pulse Opinion Research,1,0,-11.92331,0
2010,Kentucky,2010KYPaul,55.72659,500,-34,245.0,Rasmussen Reports/Pulse Opinion Research,1,0,-11.92331,0
2010,New Hampshire,2010NHAyotte,60.02825,800,-41,368.0,American Research Group,1,0,1.179276,0
2010,Washington,2010WARossi,47.63517,1000,-10,480.0,TCJ Research,1,0,5.05852,1
2010,Florida,2010FLRubio,48.89468,500,-66,170.0,Frederick Polls,1,0,-2.272431,0
2010,Florida,2010FLRubio,48.89468,1000,-3,480.0,TCJ Research,1,0,-2.272431,0
2010,Florida,2010FLRubio,48.89468,800,-99,264.0,Public Strategies Inc.,1,0,-2.272431,0
2010,Illinois,2010ILGiannoulias,46.41626,557,-19,222.0,Public Policy Polling,0,1,9.043078,0
2010,Nevada,2010NVReid,50.288740000000004,500,-244,190.0,Rasmussen Reports/Pulse Opinion Research,0,1,2.699113,1
2010,Indiana,2010INEllsworth,39.999,500,-203,165.0,Rasmussen Reports/Pulse Opinion Research,0,1,-3.1697490000000004,1
2010,California,2010CABoxer,52.1821,622,-12,323.0,Public Policy Polling,0,1,8.587519,1
2010,Nevada,2010NVAngle,44.54661,600,-95,216.0,Ipsos,1,0,2.699113,1
2010,New York,2010NYSchumer,66.30444,686,-183,452.0,Marist College,0,1,9.881464999999999,1
2010,Alaska,2010AKMcAdams,23.5007,331,-12,82.0,Dittman Research,0,1,-14.75406,0
2010,Colorado,2010COBennet,48.07899999999999,647,-35,278.0,SurveyUSA,0,1,0.8576715,1
2010,Connecticut,2010CTBlumenthal,55.15841999999999,1000,-14,490.0,TCJ Research,0,1,7.628225,1
2010,Kentucky,2010KYPaul,55.72659,802,-92,328.0,Braun Research,1,0,-11.92331,0
2010,Florida,2010FLMeek,20.19801,600,-53,132.0,Ipsos,0,1,-2.272431,1
2010,Colorado,2010COBennet,48.07899999999999,834,-33,383.0,Public Policy Polling,0,1,0.8576715,1
2010,Ohio,2010OHPortman,56.8463,500,-330,190.0,Rasmussen Reports/Pulse Opinion Research,1,0,-1.359029,1
2010,Illinois,2010ILKirk,48.01487,750,-22,322.0,Rasmussen Reports/Pulse Opinion Research,1,0,9.043078,1
2010,New York,2010NYTownsend,32.20554,1315,-32,381.0,CNN/Opinion Research Corp.,1,0,9.881464999999999,0
2010,Florida,2010FLMeek,20.19801,750,-35,157.0,Rasmussen Reports/Pulse Opinion Research,0,1,-2.272431,1
2010,Florida,2010FLMeek,20.19801,800,-36,128.0,Public Opinion Strategies,0,1,-2.272431,1
2010,Florida,2010FLMeek,20.19801,802,-36,144.0,Zogby Interactive/JZ Analytics,0,1,-2.272431,1
2010,Delaware,2010DEO'Donnell,40.029990000000005,1366,-46,464.0,CNN/Opinion Research Corp.,1,0,8.945105,0
2010,Maryland,2010MDMikulski,62.192980000000006,1196,-41,705.0,ABC News/Washington Post,0,1,9.241745,1
2010,New York,2010NYGillibrand,62.936969999999995,500,-174,255.0,Rasmussen Reports/Pulse Opinion Research,0,1,9.881464999999999,1
2010,Washington,2010WAMurray,52.36483,405,-146,190.0,Elway Research,0,1,5.05852,1
2010,Louisiana,2010LAMelancon,37.67385,500,-237,170.0,Rasmussen Reports/Pulse Opinion Research,0,1,-13.149289999999999,1
2010,Wisconsin,2010WIFeingold,47.01992,1372,-25,617.0,CNN/Opinion Research Corp.,0,1,3.3672839999999997,1
2010,Pennsylvania,2010PAToomey,51.00849,1000,-267,430.0,Rasmussen Reports/Pulse Opinion Research,1,0,1.540725,1
2010,Pennsylvania,2010PASestak,48.99151,750,-111,285.0,Rasmussen Reports/Pulse Opinion Research,0,1,1.540725,1
2010,Kentucky,2010KYPaul,55.72659,500,-300,230.0,Rasmussen Reports/Pulse Opinion Research,1,0,-11.92331,0
2010,Illinois,2010ILGiannoulias,46.41626,1000,-38,400.0,Rasmussen Reports/Pulse Opinion Research,0,1,9.043078,0
2010,California,2010CAFiorina,42.17445,1005,-133,442.0,Field Research Corp. (Field Poll),1,0,8.587519,0
2010,Pennsylvania,2010PAToomey,51.00849,403,-17,165.0,Muhlenberg College,1,0,1.540725,1
2010,Florida,2010FLCrist,29.70833,1016,-62,294.0,Susquehanna Polling & Research Inc.,0,0,-2.272431,1
