Var1,cycle,state,Candidateidentifier,Percentage_of_Vote_won_x,samplesize,daysLeft,numberSupport,pollster,Republican,Democrat,pollsteridx
14081,2018,Massachusetts,2018MAWarren,60.4,485,-31,271,"University of Massachusetts Lowell",0,1,1
14082,2018,Massachusetts,2018MADiehl,36.2,485,-31,150,"University of Massachusetts Lowell",1,0,1
14083,2018,Maine,2018MERingelstein,10.4,500,-31,41,"Pan Atlantic Research",0,1,1
14084,2018,Maine,2018MEBrakey,35.2,500,-31,148,"Pan Atlantic Research",1,0,1
14085,2018,Maine,2018MEKing,54.3,500,-31,286,"Pan Atlantic Research",1,0,1
14086,2018,Michigan,2018MIStabenow,52.3,654,-31,330,"Mitchell Research & Communications",0,1,1
14087,2018,Michigan,2018MIJames,45.8,654,-31,272,"Mitchell Research & Communications",1,0,1
14088,2018,Missouri,2018MOMcCaskill,45.6,1111,-31,488,"Ipsos",0,1,1
14089,2018,Missouri,2018MOHawley,51.4,1111,-31,502,"Ipsos",1,0,1
14090,2018,Missouri,2018MOMcCaskill,45.6,1998,-31,719,"Ipsos",0,1,1
14091,2018,Missouri,2018MOHawley,51.4,1998,-31,719,"Ipsos",1,0,1
14092,2018,Missouri,2018MOMcCaskill,45.6,1052,-32,441,"1st Tuesday Campaigns",0,1,1
14093,2018,Missouri,2018MOHawley,51.4,1052,-32,462,"1st Tuesday Campaigns",1,0,1
14094,2018,California,2018CAFeinstein,54.2,1038,-32,446,"1st Tuesday Campaigns",0,1,1
14095,2018,California,2018CAde Leon,45.8,1038,-32,311,"1st Tuesday Campaigns",0,1,1
14096,2018,Maryland,2018MDCardin,64.9,806,-32,398,"Gonzales Research & Marketing Strategies Inc.",0,1,1
14097,2018,Maryland,2018MDCampbell,30.3,806,-32,173,"Gonzales Research & Marketing Strategies Inc.",1,0,1
14098,2018,Rhode Island,2018RIWhitehouse,61.6,503,-32,286,"University of New Hampshire",0,1,1
14099,2018,Rhode Island,2018RIFlanders,38.4,503,-32,165,"University of New Hampshire",1,0,1
14100,2018,Montana,2018MTTester,50.3,2079,-32,960,"MSU - Bozeman",0,1,1
14101,2018,Montana,2018MTRosendale,46.8,2079,-32,896,"MSU - Bozeman",1,0,1
14102,2018,Arizona,2018AZSinema,50,898,-33,422,"YouGov",0,1,1
14103,2018,Arizona,2018AZMcSally,47.6,898,-33,395,"YouGov",1,0,1
14104,2018,New Jersey,2018NJMenendez,54,845,-33,414,"YouGov",0,1,1
14105,2018,New Jersey,2018NJHugin,42.8,845,-33,329,"YouGov",1,0,1
14106,2018,Tennessee,2018TNBredesen,43.9,871,-33,365,"YouGov",0,1,1
14107,2018,Tennessee,2018TNBlackburn,54.7,871,-33,435,"YouGov",1,0,1
14108,2018,Texas,2018TXO'Rourke,48.3,881,-33,387,"YouGov",0,1,1
14109,2018,Texas,2018TXCruz,50.9,881,-33,440,"YouGov",1,0,1
14110,2018,Texas,2018TXO'Rourke,48.3,500,-33,212,"Emerson College",0,1,1
14111,2018,Texas,2018TXCruz,50.9,500,-33,235,"Emerson College",1,0,1
14112,2018,Florida,2018FLNelson,50.1,476,-33,211,"Florida Southern College",0,1,1
14113,2018,Florida,2018FLScott,49.9,476,-33,218,"Florida Southern College",1,0,1
14114,2018,Minnesota,2018MNKlobuchar,60.3,860,-34,507,"Marist College",0,1,1
14115,2018,Minnesota,2018MNNewberger,36.2,860,-34,275,"Marist College",1,0,1
14116,2018,Minnesota,2018MNKlobuchar,60.3,637,-34,382,"Marist College",0,1,1
14117,2018,Minnesota,2018MNNewberger,36.2,637,-34,203,"Marist College",1,0,1
14118,2018,Minnesota,2018MNKlobuchar,60.3,860,-34,533,"Marist College",0,1,1
14119,2018,Minnesota,2018MNNewberger,36.2,860,-34,283,"Marist College",1,0,1
14120,2018,Minnesota,2018MNKlobuchar,60.3,637,-34,401,"Marist College",0,1,1
14121,2018,Minnesota,2018MNNewberger,36.2,637,-34,210,"Marist College",1,0,1
14122,2018,Wisconsin,2018WIBaldwin,55.4,781,-34,413,"Marist College",0,1,1
14123,2018,Wisconsin,2018WIVukmir,44.6,781,-34,312,"Marist College",1,0,1
14124,2018,Wisconsin,2018WIBaldwin,55.4,571,-34,308,"Marist College",0,1,1
14125,2018,Wisconsin,2018WIVukmir,44.6,571,-34,228,"Marist College",1,0,1
14126,2018,Ohio,2018OHBrown,53.4,1000,-34,430,"University of Akron",0,1,1
14127,2018,Ohio,2018OHRenacci,46.6,1000,-34,310,"University of Akron",1,0,1
14128,2018,Nevada,2018NVRosen,50.4,780,-35,335,"Marist College",0,1,1
14129,2018,Nevada,2018NVHeller,45.4,780,-35,351,"Marist College",1,0,1
14130,2018,Nevada,2018NVRosen,50.4,574,-35,252,"Marist College",0,1,1
14131,2018,Nevada,2018NVHeller,45.4,574,-35,264,"Marist College",1,0,1
14132,2018,Nevada,2018NVRosen,50.4,780,-35,319,"Marist College",0,1,1
14133,2018,Nevada,2018NVHeller,45.4,780,-35,327,"Marist College",1,0,1
14134,2018,Nevada,2018NVRosen,50.4,574,-35,241,"Marist College",0,1,1
14135,2018,Nevada,2018NVHeller,45.4,574,-35,252,"Marist College",1,0,1
14136,2018,Indiana,2018INDonnelly,45,800,-35,312,"American Viewpoint",0,1,1
14137,2018,Indiana,2018INBraun,50.9,800,-35,344,"American Viewpoint",1,0,1
14138,2018,Arizona,2018AZSinema,50,600,-36,246,"OH Predictive Insights/MBQF",0,1,1
14139,2018,Arizona,2018AZMcSally,47.6,600,-36,282,"OH Predictive Insights/MBQF",1,0,1
14140,2018,Pennsylvania,2018PACasey,55.7,1188,-36,558,"Morning Consult",0,1,1
14141,2018,Pennsylvania,2018PABarletta,42.6,1188,-36,380,"Morning Consult",1,0,1
14142,2018,Michigan,2018MIStabenow,52.3,600,-36,316,"Glengariff Group Inc.",0,1,1
14143,2018,Michigan,2018MIJames,45.8,600,-36,208,"Glengariff Group Inc.",1,0,1
14144,2018,Arizona,2018AZSinema,50,716,-36,336,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14145,2018,Arizona,2018AZMcSally,47.6,716,-36,322,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14146,2018,Arizona,2018AZSinema,50,806,-36,362,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14147,2018,Arizona,2018AZMcSally,47.6,806,-36,354,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14148,2018,Tennessee,2018TNBredesen,43.9,666,-36,286,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14149,2018,Tennessee,2018TNBlackburn,54.7,666,-36,319,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14150,2018,Tennessee,2018TNBredesen,43.9,806,-36,330,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14151,2018,Tennessee,2018TNBlackburn,54.7,806,-36,378,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14152,2018,Indiana,2018INDonnelly,45,695,-36,298,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14153,2018,Indiana,2018INBraun,50.9,695,-36,284,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14154,2018,Indiana,2018INDonnelly,45,806,-36,330,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14155,2018,Indiana,2018INBraun,50.9,806,-36,322,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14156,2018,Missouri,2018MOMcCaskill,45.6,683,-36,293,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14157,2018,Missouri,2018MOHawley,51.4,683,-36,293,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14158,2018,Missouri,2018MOMcCaskill,45.6,805,-36,330,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14159,2018,Missouri,2018MOHawley,51.4,805,-36,330,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14160,2018,Missouri,2018MOMcCaskill,45.6,683,-36,314,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14161,2018,Missouri,2018MOHawley,51.4,683,-36,314,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14162,2018,Missouri,2018MOMcCaskill,45.6,805,-36,354,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14163,2018,Missouri,2018MOHawley,51.4,805,-36,354,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14164,2018,North Dakota,2018NDHeitkamp,55.5,704,-36,288,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14165,2018,North Dakota,2018NDCramer,44.5,704,-36,373,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14166,2018,North Dakota,2018NDHeitkamp,55.5,801,-36,328,"Fox News/Beacon Research/Shaw & Co. Research",0,1,1
14167,2018,North Dakota,2018NDCramer,44.5,801,-36,400,"Fox News/Beacon Research/Shaw & Co. Research",1,0,1
14168,2018,Missouri,2018MOMcCaskill,45.6,600,-36,264,"McLaughlin & Associates",0,1,1
14169,2018,Missouri,2018MOHawley,51.4,600,-36,312,"McLaughlin & Associates",1,0,1
14170,2018,New Jersey,2018NJMenendez,54,1058,-36,560,"Quinnipiac University",0,1,1
14171,2018,New Jersey,2018NJHugin,42.8,1058,-36,444,"Quinnipiac University",1,0,1
14172,2018,Nevada,2018NVRosen,50.4,513,-36,225,"Kaiser Family Foundation",0,1,1
14173,2018,Nevada,2018NVHeller,45.4,513,-36,230,"Kaiser Family Foundation",1,0,1
14174,2018,Florida,2018FLNelson,50.1,522,-36,250,"Kaiser Family Foundation",0,1,1
14175,2018,Florida,2018FLScott,49.9,522,-36,234,"Kaiser Family Foundation",1,0,1
14176,2018,New Jersey,2018NJMenendez,54,794,-37,412,"Vox Populi Polling",0,1,1
14177,2018,New Jersey,2018NJHugin,42.8,794,-37,381,"Vox Populi Polling",1,0,1
14178,2018,Arizona,2018AZSinema,50,702,-37,343,"Vox Populi Polling",0,1,1
14179,2018,Arizona,2018AZMcSally,47.6,702,-37,365,"Vox Populi Polling",1,0,1
14180,2018,Missouri,2018MOMcCaskill,45.6,869,-37,425,"Vox Populi Polling",0,1,1
14181,2018,Missouri,2018MOHawley,51.4,869,-37,443,"Vox Populi Polling",1,0,1
14182,2018,Florida,2018FLNelson,50.1,2313,-38,1096,"St. Pete Polls",0,1,1
14183,2018,Florida,2018FLScott,49.9,2313,-38,1080,"St. Pete Polls",1,0,1
14184,2018,Florida,2018FLNelson,50.1,779,-38,373,"Public Policy Polling",0,1,1
14185,2018,Florida,2018FLScott,49.9,779,-38,342,"Public Policy Polling",1,0,1
14186,2018,Arizona,2018AZSinema,50,500,-38,223,"Suffolk University",0,1,1
14187,2018,Arizona,2018AZMcSally,47.6,500,-38,208,"Suffolk University",1,0,1
14188,2018,Maine,2018MERingelstein,10.4,750,-38,60,"Self-Made Insights",0,1,1
14189,2018,Maine,2018MEBrakey,35.2,750,-38,270,"Self-Made Insights",1,0,1
14190,2018,Maine,2018MEKing,54.3,750,-38,352,"Self-Made Insights",1,0,1
14191,2018,New Jersey,2018NJMenendez,54,746,-38,276,"Fairleigh Dickinson University (PublicMind)",0,1,1
14192,2018,New Jersey,2018NJHugin,42.8,746,-38,238,"Fairleigh Dickinson University (PublicMind)",1,0,1
14193,2018,New Jersey,2018NJMenendez,54,508,-38,218,"Fairleigh Dickinson University (PublicMind)",0,1,1
14194,2018,New Jersey,2018NJHugin,42.8,508,-38,187,"Fairleigh Dickinson University (PublicMind)",1,0,1
14195,2018,Florida,2018FLNelson,50.1,800,-38,360,"Strategic Research Associates",0,1,1
14196,2018,Florida,2018FLScott,49.9,800,-38,352,"Strategic Research Associates",1,0,1
14197,2018,Nevada,2018NVRosen,50.4,693,-39,325,"SSRS",0,1,1
14198,2018,Nevada,2018NVHeller,45.4,693,-39,297,"SSRS",1,0,1
14199,2018,Nevada,2018NVRosen,50.4,851,-39,365,"SSRS",0,1,1
14200,2018,Nevada,2018NVHeller,45.4,851,-39,340,"SSRS",1,0,1
14201,2018,Missouri,2018MOMcCaskill,45.6,906,-39,389,"SSRS",0,1,1
14202,2018,Missouri,2018MOHawley,51.4,906,-39,380,"SSRS",1,0,1
14203,2018,Missouri,2018MOMcCaskill,45.6,756,-39,355,"SSRS",0,1,1
14204,2018,Missouri,2018MOHawley,51.4,756,-39,332,"SSRS",1,0,1
14205,2018,Montana,2018MTTester,50.3,594,-40,291,"Public Policy Polling",0,1,1
14206,2018,Montana,2018MTRosendale,46.8,594,-40,267,"Public Policy Polling",1,0,1
14207,2018,Missouri,2018MOMcCaskill,45.6,1555,-41,715,"Remington Research Group",0,1,1
14208,2018,Missouri,2018MOHawley,51.4,1555,-41,746,"Remington Research Group",1,0,1
14209,2018,Florida,2018FLNelson,50.1,815,-41,383,"Mason-Dixon Polling & Research Inc.",0,1,1
14210,2018,Florida,2018FLScott,49.9,815,-41,374,"Mason-Dixon Polling & Research Inc.",1,0,1
14211,2018,New York,2018NYGillibrand,67,701,-41,427,"Siena College",0,1,1
14212,2018,New York,2018NYFarley,33,701,-41,203,"Siena College",1,0,1
14213,2018,New Jersey,2018NJMenendez,54,531,-41,240,"Stockton University",0,1,1
14214,2018,New Jersey,2018NJHugin,42.8,531,-41,230,"Stockton University",1,0,1
14215,2018,North Dakota,2018NDHeitkamp,55.5,650,-41,266,"Strategic Research Associates",0,1,1
14216,2018,North Dakota,2018NDCramer,44.5,650,-41,331,"Strategic Research Associates",1,0,1
14217,2018,Vermont,2018VTZupan,27.5,406,-42,81,"Tulchin Research",1,0,1
14218,2018,Vermont,2018VTSanders,67.4,406,-42,304,"Tulchin Research",1,0,1
14219,2018,West Virginia,2018WVManchin,49.6,650,-42,299,"Strategic Research Associates",0,1,1
14220,2018,West Virginia,2018WVMorrisey,46.3,650,-42,247,"Strategic Research Associates",1,0,1
14221,2018,West Virginia,2018WVManchin,49.6,500,-43,225,"1892 Polling",0,1,1
14222,2018,West Virginia,2018WVMorrisey,46.3,500,-43,225,"1892 Polling",1,0,1
14223,2018,West Virginia,2018WVManchin,49.6,612,-43,287,"Tarrance Group",0,1,1
14224,2018,West Virginia,2018WVMorrisey,46.3,612,-43,263,"Tarrance Group",1,0,1
14225,2018,Tennessee,2018TNBredesen,43.9,600,-43,282,"Garin-Hart-Yang Research Group",0,1,1
14226,2018,Tennessee,2018TNBlackburn,54.7,600,-43,270,"Garin-Hart-Yang Research Group",1,0,1
14227,2018,Michigan,2018MIStabenow,52.3,600,-43,336,"EPIC-MRA",0,1,1
14228,2018,Michigan,2018MIJames,45.8,600,-43,198,"EPIC-MRA",1,0,1
14229,2018,Arizona,2018AZSinema,50,463,-43,217,"Latino Decisions",0,1,1
14230,2018,Arizona,2018AZMcSally,47.6,463,-43,189,"Latino Decisions",1,0,1
14231,2018,Arizona,2018AZSinema,50,610,-43,262,"Latino Decisions",0,1,1
14232,2018,Arizona,2018AZMcSally,47.6,610,-43,225,"Latino Decisions",1,0,1
14233,2018,Florida,2018FLNelson,50.1,888,-44,470,"Quinnipiac University",0,1,1
14234,2018,Florida,2018FLScott,49.9,888,-44,408,"Quinnipiac University",1,0,1
14235,2018,New Mexico,2018NMHeinrich,54.1,932,-44,332,"NSON",0,1,1
14236,2018,New Mexico,2018NMRich,30.5,932,-44,93,"NSON",1,0,1
14237,2018,New Mexico,2018NMJohnson,15.4,932,-44,262,"NSON",1,0,1
14238,2018,Florida,2018FLNelson,50.1,622,-44,298,"Cherry Communications",0,1,1
14239,2018,Florida,2018FLScott,49.9,622,-44,286,"Cherry Communications",1,0,1
14240,2018,Tennessee,2018TNBredesen,43.9,1609,-44,675,"SurveyMonkey",0,1,1
14241,2018,Tennessee,2018TNBlackburn,54.7,1609,-44,675,"SurveyMonkey",1,0,1
14242,2018,Mississippi,2018MSBaria,39.5,985,-44,285,"SurveyMonkey",0,1,1
14243,2018,Mississippi,2018MSWicker,58.5,985,-44,423,"SurveyMonkey",1,0,1
14244,2018,West Virginia,2018WVManchin,49.6,601,-45,288,"Global Strategy Group",0,1,1
14245,2018,West Virginia,2018WVMorrisey,46.3,601,-45,216,"Global Strategy Group",1,0,1
14246,2018,Pennsylvania,2018PACasey,55.7,545,-45,261,"Franklin & Marshall College",0,1,1
14247,2018,Pennsylvania,2018PABarletta,42.6,545,-45,163,"Franklin & Marshall College",1,0,1
14248,2018,Pennsylvania,2018PACasey,55.7,204,-45,102,"Franklin & Marshall College",0,1,1
14249,2018,Pennsylvania,2018PABarletta,42.6,204,-45,67,"Franklin & Marshall College",1,0,1
14250,2018,Montana,2018MTTester,50.3,710,-46,347,"Gravis Marketing",0,1,1
14251,2018,Montana,2018MTRosendale,46.8,710,-46,319,"Gravis Marketing",1,0,1
14252,2018,Arizona,2018AZSinema,50,650,-47,289,"Emerson College",0,1,1
14253,2018,Arizona,2018AZMcSally,47.6,650,-47,253,"Emerson College",1,0,1
14254,2018,Massachusetts,2018MAWarren,60.4,506,-47,283,"MassINC Polling Group",0,1,1
14255,2018,Massachusetts,2018MADiehl,36.2,506,-47,151,"MassINC Polling Group",1,0,1
14256,2018,Michigan,2018MIStabenow,52.3,1150,-47,629,"Ipsos",0,1,1
14257,2018,Michigan,2018MIJames,45.8,1150,-47,407,"Ipsos",1,0,1
14258,2018,Michigan,2018MIStabenow,52.3,2000,-47,880,"Ipsos",0,1,1
14259,2018,Michigan,2018MIJames,45.8,2000,-47,540,"Ipsos",1,0,1
14260,2018,Wisconsin,2018WIBaldwin,55.4,1109,-47,576,"Ipsos",0,1,1
14261,2018,Wisconsin,2018WIVukmir,44.6,1109,-47,432,"Ipsos",1,0,1
14262,2018,Wisconsin,2018WIBaldwin,55.4,2000,-47,840,"Ipsos",0,1,1
14263,2018,Wisconsin,2018WIVukmir,44.6,2000,-47,600,"Ipsos",1,0,1
14264,2018,Texas,2018TXO'Rourke,48.3,613,-48,275,"Public Policy Polling",0,1,1
14265,2018,Texas,2018TXCruz,50.9,613,-48,294,"Public Policy Polling",1,0,1
14266,2018,Texas,2018TXO'Rourke,48.3,603,-48,277,"Public Policy Polling",0,1,1
14267,2018,Texas,2018TXCruz,50.9,603,-48,295,"Public Policy Polling",1,0,1
14268,2018,Ohio,2018OHBrown,53.4,1003,-48,526,"Triton Polling & Research",0,1,1
14269,2018,Ohio,2018OHRenacci,46.6,1003,-48,424,"Triton Polling & Research",1,0,1
14270,2018,Arizona,2018AZSinema,50,763,-48,358,"Marist College",0,1,1
14271,2018,Arizona,2018AZMcSally,47.6,763,-48,335,"Marist College",1,0,1
14272,2018,Arizona,2018AZSinema,50,763,-48,335,"Marist College",0,1,1
14273,2018,Arizona,2018AZMcSally,47.6,763,-48,312,"Marist College",1,0,1
14274,2018,Arizona,2018AZSinema,50,564,-48,270,"Marist College",0,1,1
14275,2018,Arizona,2018AZMcSally,47.6,564,-48,253,"Marist College",1,0,1
14276,2018,Arizona,2018AZSinema,50,564,-48,253,"Marist College",0,1,1
14277,2018,Arizona,2018AZMcSally,47.6,564,-48,242,"Marist College",1,0,1
14278,2018,Florida,2018FLNelson,50.1,829,-48,397,"Marist College",0,1,1
14279,2018,Florida,2018FLScott,49.9,829,-48,356,"Marist College",1,0,1
14280,2018,Florida,2018FLNelson,50.1,600,-48,288,"Marist College",0,1,1
14281,2018,Florida,2018FLScott,49.9,600,-48,270,"Marist College",1,0,1
14282,2018,Ohio,2018OHBrown,53.4,796,-48,413,"Marist College",0,1,1
14283,2018,Ohio,2018OHRenacci,46.6,796,-48,310,"Marist College",1,0,1
14284,2018,Ohio,2018OHBrown,53.4,564,-48,293,"Marist College",0,1,1
14285,2018,Ohio,2018OHRenacci,46.6,564,-48,219,"Marist College",1,0,1
14286,2018,Ohio,2018OHBrown,53.4,796,-48,390,"Marist College",0,1,1
14287,2018,Ohio,2018OHRenacci,46.6,796,-48,262,"Marist College",1,0,1
14288,2018,Ohio,2018OHBrown,53.4,564,-48,276,"Marist College",0,1,1
14289,2018,Ohio,2018OHRenacci,46.6,564,-48,197,"Marist College",1,0,1
14290,2018,Ohio,2018OHBrown,53.4,1074,-48,531,"Ipsos",0,1,1
14291,2018,Ohio,2018OHRenacci,46.6,1074,-48,422,"Ipsos",1,0,1
14292,2018,Ohio,2018OHBrown,53.4,2000,-48,780,"Ipsos",0,1,1
14293,2018,Ohio,2018OHRenacci,46.6,2000,-48,620,"Ipsos",1,0,1
14294,2018,Montana,2018MTTester,50.3,480,-49,211,"Axis Research",0,1,1
14295,2018,Montana,2018MTRosendale,46.8,480,-49,211,"Axis Research",1,0,1
14296,2018,Florida,2018FLNelson,50.1,603,-49,271,"University of North Florida",0,1,1
14297,2018,Florida,2018FLScott,49.9,603,-49,271,"University of North Florida",1,0,1
14298,2018,Pennsylvania,2018PACasey,55.7,404,-49,214,"Muhlenberg College",0,1,1
14299,2018,Pennsylvania,2018PABarletta,42.6,404,-49,141,"Muhlenberg College",1,0,1
14300,2018,Pennsylvania,2018PACasey,55.7,1080,-49,568,"Ipsos",0,1,1
14301,2018,Pennsylvania,2018PABarletta,42.6,1080,-49,399,"Ipsos",1,0,1
14302,2018,Pennsylvania,2018PACasey,55.7,2000,-49,840,"Ipsos",0,1,1
14303,2018,Pennsylvania,2018PABarletta,42.6,2000,-49,560,"Ipsos",1,0,1
14304,2018,Indiana,2018INDonnelly,45,1181,-49,538,"Ipsos",0,1,1
14305,2018,Indiana,2018INBraun,50.9,1181,-49,512,"Ipsos",1,0,1
14306,2018,Indiana,2018INDonnelly,45,2000,-49,680,"Ipsos",0,1,1
14307,2018,Indiana,2018INBraun,50.9,2000,-49,680,"Ipsos",1,0,1
14308,2018,Texas,2018TXO'Rourke,48.3,508,-50,254,"Vox Populi Polling",0,1,1
14309,2018,Texas,2018TXCruz,50.9,508,-50,254,"Vox Populi Polling",1,0,1
14310,2018,Tennessee,2018TNBredesen,43.9,567,-50,289,"Vox Populi Polling",0,1,1
14311,2018,Tennessee,2018TNBlackburn,54.7,567,-50,277,"Vox Populi Polling",1,0,1
14312,2018,California,2018CAFeinstein,54.2,500,-50,275,"Vox Populi Polling",0,1,1
14313,2018,California,2018CAde Leon,45.8,500,-50,225,"Vox Populi Polling",0,1,1
14314,2018,California,2018CAFeinstein,54.2,964,-50,385,"Public Policy Institute of California",0,1,1
14315,2018,California,2018CAde Leon,45.8,964,-50,279,"Public Policy Institute of California",0,1,1
14316,2018,New Mexico,2018NMHeinrich,54.1,900,-51,342,"In Lux Research",0,1,1
14317,2018,New Mexico,2018NMRich,30.5,900,-51,90,"In Lux Research",1,0,1
14318,2018,New Mexico,2018NMJohnson,15.4,900,-51,252,"In Lux Research",1,0,1
14319,2018,Rhode Island,2018RIWhitehouse,61.6,420,-51,226,"Fleming & Associates",0,1,1
14320,2018,Rhode Island,2018RIFlanders,38.4,420,-51,147,"Fleming & Associates",1,0,1
14321,2018,Massachusetts,2018MAWarren,60.4,500,-51,269,"Suffolk University",0,1,1
14322,2018,Massachusetts,2018MADiehl,36.2,500,-51,122,"Suffolk University",1,0,1
14323,2018,Texas,2018TXO'Rourke,48.3,807,-51,363,"Quinnipiac University",0,1,1
14324,2018,Texas,2018TXCruz,50.9,807,-51,435,"Quinnipiac University",1,0,1
14325,2018,Delaware,2018DECarper,60,728,-51,444,"University of Delaware",0,1,1
14326,2018,Delaware,2018DEArlett,37.8,728,-51,174,"University of Delaware",1,0,1
14327,2018,Delaware,2018DECarper,60,908,-51,544,"University of Delaware",0,1,1
14328,2018,Delaware,2018DEArlett,37.8,908,-51,199,"University of Delaware",1,0,1
14329,2018,Nevada,2018NVRosen,50.4,1039,-51,446,"Ipsos",0,1,1
14330,2018,Nevada,2018NVHeller,45.4,1039,-51,477,"Ipsos",1,0,1
14331,2018,Nevada,2018NVRosen,50.4,1914,-51,650,"Ipsos",0,1,1
14332,2018,Nevada,2018NVHeller,45.4,1914,-51,631,"Ipsos",1,0,1
14333,2018,Florida,2018FLNelson,50.1,850,-52,348,"Florida Atlantic University",0,1,1
14334,2018,Florida,2018FLScott,49.9,850,-52,357,"Florida Atlantic University",1,0,1
14335,2018,Wisconsin,2018WIBaldwin,55.4,614,-52,325,"Marquette University Law School",0,1,1
14336,2018,Wisconsin,2018WIVukmir,44.6,614,-52,257,"Marquette University Law School",1,0,1
14337,2018,Wisconsin,2018WIBaldwin,55.4,800,-52,416,"Marquette University Law School",0,1,1
14338,2018,Wisconsin,2018WIVukmir,44.6,800,-52,320,"Marquette University Law School",1,0,1
14339,2018,Maryland,2018MDCardin,64.9,472,-52,264,"Goucher College",0,1,1
14340,2018,Maryland,2018MDCampbell,30.3,472,-52,80,"Goucher College",1,0,1
14341,2018,Montana,2018MTTester,50.3,950,-52,475,"Benenson Strategy Group",0,1,1
14342,2018,Montana,2018MTRosendale,46.8,950,-52,408,"Benenson Strategy Group",1,0,1
14343,2018,West Virginia,2018WVManchin,49.6,825,-53,369,"Emerson College",0,1,1
14344,2018,West Virginia,2018WVMorrisey,46.3,825,-53,273,"Emerson College",1,0,1
14345,2018,Arizona,2018AZSinema,50,761,-53,380,"SSRS",0,1,1
14346,2018,Arizona,2018AZMcSally,47.6,761,-53,327,"SSRS",1,0,1
14347,2018,Arizona,2018AZSinema,50,854,-53,409,"SSRS",0,1,1
14348,2018,Arizona,2018AZMcSally,47.6,854,-53,350,"SSRS",1,0,1
14349,2018,Tennessee,2018TNBredesen,43.9,723,-53,361,"SSRS",0,1,1
14350,2018,Tennessee,2018TNBlackburn,54.7,723,-53,325,"SSRS",1,0,1
14351,2018,Tennessee,2018TNBredesen,43.9,852,-53,426,"SSRS",0,1,1
14352,2018,Tennessee,2018TNBlackburn,54.7,852,-53,357,"SSRS",1,0,1
14353,2018,Ohio,2018OHBrown,53.4,1048,-53,513,"Baldwin Wallace University",0,1,1
14354,2018,Ohio,2018OHRenacci,46.6,1048,-53,335,"Baldwin Wallace University",1,0,1
14355,2018,Missouri,2018MOMcCaskill,45.6,917,-54,412,"YouGov",0,1,1
14356,2018,Missouri,2018MOHawley,51.4,917,-54,412,"YouGov",1,0,1
14357,2018,Montana,2018MTTester,50.3,453,-54,212,"YouGov",0,1,1
14358,2018,Montana,2018MTRosendale,46.8,453,-54,203,"YouGov",1,0,1
14359,2018,Michigan,2018MIStabenow,52.3,800,-54,440,"Target Insyght",0,1,1
14360,2018,Michigan,2018MIJames,45.8,800,-54,320,"Target Insyght",1,0,1
14361,2018,Texas,2018TXO'Rourke,48.3,992,-54,466,"Ipsos",0,1,1
14362,2018,Texas,2018TXCruz,50.9,992,-54,446,"Ipsos",1,0,1
14363,2018,Texas,2018TXO'Rourke,48.3,2000,-54,780,"Ipsos",0,1,1
14364,2018,Texas,2018TXCruz,50.9,2000,-54,720,"Ipsos",1,0,1
14365,2018,Arizona,2018AZSinema,50,1016,-54,476,"Ipsos",0,1,1
14366,2018,Arizona,2018AZMcSally,47.6,1016,-54,450,"Ipsos",1,0,1
14367,2018,Arizona,2018AZSinema,50,2000,-54,780,"Ipsos",0,1,1
14368,2018,Arizona,2018AZMcSally,47.6,2000,-54,700,"Ipsos",1,0,1
14369,2018,California,2018CAFeinstein,54.2,1021,-54,450,"Ipsos",0,1,1
14370,2018,California,2018CAde Leon,45.8,1021,-54,242,"Ipsos",0,1,1
14371,2018,California,2018CAFeinstein,54.2,2000,-54,700,"Ipsos",0,1,1
14372,2018,California,2018CAde Leon,45.8,2000,-54,360,"Ipsos",0,1,1
14373,2018,Pennsylvania,2018PACasey,55.7,800,-55,416,"Rasmussen Reports/Pulse Opinion Research",0,1,1
14374,2018,Pennsylvania,2018PABarletta,42.6,800,-55,304,"Rasmussen Reports/Pulse Opinion Research",1,0,1
14375,2018,Michigan,2018MIStabenow,52.3,1009,-55,544,"Mitchell Research & Communications",0,1,1
14376,2018,Michigan,2018MIJames,45.8,1009,-55,413,"Mitchell Research & Communications",1,0,1
