cycle,state,pollster,samplesize,candidate_name,Candidateidentifier,daysLeft,numberSupport,Democrat,Republican,Percentage.of.Vote.won.x,pvi,experienced
2018,Tennessee,Siena College/The New York Times Upshot,593,Marsha Blackburn,2018TNBlackburn,-30,322.0,0,1,54.7,-14.12184488,1.0
2018,Tennessee,Ipsos,1108,Phil Bredesen,2018TNBredesen,-34,487.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Ipsos,1108,Marsha Blackburn,2018TNBlackburn,-34,520.0,0,1,54.7,-14.12184488,1.0
2018,Nevada,Siena College/The New York Times Upshot,642,Jacky Rosen,2018NVRosen,-30,287.0,1,0,50.4,0.039999588,1.0
2018,Nevada,Siena College/The New York Times Upshot,642,Dean Heller,2018NVHeller,-30,301.0,0,1,45.4,0.039999588,1.0
2018,Rhode Island,SocialSphere,502,Sheldon Whitehouse,2018RIWhitehouse,-33,281.0,1,0,61.6,8.381222974,1.0
2018,Rhode Island,SocialSphere,502,Bob Flanders,2018RIFlanders,-33,160.0,0,1,38.4,8.381222974,0.0
2018,Washington,Elway Research,405,Maria Cantwell,2018WACantwell,-34,214.0,1,0,58.4,4.727850992,1.0
2018,Washington,Elway Research,405,Susan Hutchison,2018WAHutchison,-34,157.0,0,1,41.6,4.727850992,0.0
2018,Texas,Quinnipiac University,730,Beto O'Rourke,2018TXO'Rourke,-35,328.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Quinnipiac University,730,Ted Cruz,2018TXCruz,-35,394.0,0,1,50.9,-7.023984994,1.0
2018,Utah,University of Utah,607,Jenny Wilson,2018UTWilson,-35,139.0,1,0,30.9,-16.22280025,1.0
2018,Utah,University of Utah,607,Mitt Romney,2018UTRomney,-35,358.0,0,1,62.6,-16.22280025,1.0
2018,Ohio,Suffolk University,500,Sherrod Brown,2018OHBrown,-34,268.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,Suffolk University,500,Jim Renacci,2018OHRenacci,-34,180.0,0,1,46.6,-4.171365879,1.0
2018,Connecticut,Quinnipiac University,767,Christopher Murphy,2018CTMurphy,-35,437.0,1,0,59.5,4.933092737,1.0
2018,Connecticut,Quinnipiac University,767,Matthew Corey,2018CTCorey,-35,322.0,0,1,39.4,4.933092737,0.0
2018,Ohio,Baldwin Wallace University,1017,Sherrod Brown,2018OHBrown,-40,503.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,Baldwin Wallace University,1017,Jim Renacci,2018OHRenacci,-40,335.0,0,1,46.6,-4.171365879,1.0
2018,Wisconsin,Marquette University Law School,799,Tammy Baldwin,2018WIBaldwin,-35,423.0,1,0,55.4,-1.482069759,1.0
2018,Wisconsin,Marquette University Law School,799,Leah Vukmir,2018WIVukmir,-35,343.0,0,1,44.6,-1.482069759,1.0
2018,Massachusetts,University of Massachusetts Lowell,485,Elizabeth Warren,2018MAWarren,-37,271.0,1,0,60.4,10.77644895,1.0
2018,Massachusetts,University of Massachusetts Lowell,485,Geoff Diehl,2018MADiehl,-37,150.0,0,1,36.2,10.77644895,1.0
2018,Maine,Pan Atlantic Research,500,Zak Ringelstein,2018MERingelstein,-37,41.0,1,0,10.4,1.414830868,0.0
2018,Maine,Pan Atlantic Research,500,Eric L. Brakey,2018MEBrakey,-37,148.0,0,1,35.2,1.414830868,1.0
2018,Maine,Pan Atlantic Research,500,Angus S. King Jr.,2018MEKing,-37,286.0,1,0,54.3,1.414830868,1.0
2018,Missouri,Ipsos,1111,Claire McCaskill,2018MOMcCaskill,-41,488.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Ipsos,1111,Josh Hawley,2018MOHawley,-41,502.0,0,1,51.4,-6.881433406,1.0
2018,Missouri,1st Tuesday Campaigns,1052,Claire McCaskill,2018MOMcCaskill,-33,441.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,1st Tuesday Campaigns,1052,Josh Hawley,2018MOHawley,-33,462.0,0,1,51.4,-6.881433406,1.0
2018,California,1st Tuesday Campaigns,1038,Dianne Feinstein,2018CAFeinstein,-33,446.0,1,0,54.2,10.76322564,1.0
2018,California,1st Tuesday Campaigns,1038,Kevin de León,2018CAde Leon,-33,311.0,1,0,45.8,10.76322564,1.0
2018,Rhode Island,University of New Hampshire,503,Sheldon Whitehouse,2018RIWhitehouse,-41,286.0,1,0,61.6,8.381222974,1.0
2018,Rhode Island,University of New Hampshire,503,Bob Flanders,2018RIFlanders,-41,165.0,0,1,38.4,8.381222974,0.0
2018,Montana,Montana State University Bozeman,2079,Jon Tester,2018MTTester,-53,960.0,1,0,50.3,-8.652566712,1.0
2018,Montana,Montana State University Bozeman,2079,Matt Rosendale,2018MTRosendale,-53,896.0,0,1,46.8,-8.652566712,1.0
2018,Arizona,YouGov,898,Kyrsten Sinema,2018AZSinema,-36,422.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,YouGov,898,Martha McSally,2018AZMcSally,-36,395.0,0,1,47.6,-4.106799945,1.0
2018,New Jersey,YouGov,845,Robert Menendez,2018NJMenendez,-36,414.0,1,0,54.0,5.440680607000001,1.0
2018,New Jersey,YouGov,845,Bob Hugin,2018NJHugin,-36,329.0,0,1,42.8,5.440680607000001,0.0
2018,Tennessee,YouGov,871,Phil Bredesen,2018TNBredesen,-36,365.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,YouGov,871,Marsha Blackburn,2018TNBlackburn,-36,435.0,0,1,54.7,-14.12184488,1.0
2018,Texas,YouGov,881,Beto O'Rourke,2018TXO'Rourke,-36,387.0,1,0,48.3,-7.023984994,1.0
2018,Texas,YouGov,881,Ted Cruz,2018TXCruz,-36,440.0,0,1,50.9,-7.023984994,1.0
2018,Texas,Emerson College,500,Beto O'Rourke,2018TXO'Rourke,-37,212.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Emerson College,500,Ted Cruz,2018TXCruz,-37,235.0,0,1,50.9,-7.023984994,1.0
2018,Florida,Florida Southern College,476,Bill Nelson,2018FLNelson,-37,211.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Florida Southern College,476,Rick Scott,2018FLScott,-37,218.0,0,1,50.1,-1.790610365,1.0
2018,Minnesota,Marist College,637,Amy Klobuchar,2018MNKlobuchar,-38,382.0,1,0,60.3,1.11430914,1.0
2018,Minnesota,Marist College,637,Jim Newberger,2018MNNewberger,-38,203.0,0,1,36.2,1.11430914,1.0
2018,Minnesota,Marist College,637,Amy Klobuchar,2018MNKlobuchar,-38,401.0,1,0,60.3,1.11430914,1.0
2018,Minnesota,Marist College,637,Jim Newberger,2018MNNewberger,-38,210.0,0,1,36.2,1.11430914,1.0
2018,Wisconsin,Marist College,571,Tammy Baldwin,2018WIBaldwin,-38,308.0,1,0,55.4,-1.482069759,1.0
2018,Wisconsin,Marist College,571,Leah Vukmir,2018WIVukmir,-38,228.0,0,1,44.6,-1.482069759,1.0
2018,Ohio,University of Akron,1000,Sherrod Brown,2018OHBrown,-58,430.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,University of Akron,1000,Jim Renacci,2018OHRenacci,-58,310.0,0,1,46.6,-4.171365879,1.0
2018,Nevada,Marist College,574,Jacky Rosen,2018NVRosen,-38,252.0,1,0,50.4,0.039999588,1.0
2018,Nevada,Marist College,574,Dean Heller,2018NVHeller,-38,264.0,0,1,45.4,0.039999588,1.0
2018,Nevada,Marist College,574,Jacky Rosen,2018NVRosen,-38,241.0,1,0,50.4,0.039999588,1.0
2018,Nevada,Marist College,574,Dean Heller,2018NVHeller,-38,252.0,0,1,45.4,0.039999588,1.0
2018,Arizona,OH Predictive Insights,600,Kyrsten Sinema,2018AZSinema,-37,246.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,OH Predictive Insights,600,Martha McSally,2018AZMcSally,-37,282.0,0,1,47.6,-4.106799945,1.0
2018,Pennsylvania,Morning Consult,1188,Robert P. Casey Jr.,2018PACasey,-37,558.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,Morning Consult,1188,Lou Barletta,2018PABarletta,-37,380.0,0,1,42.6,0.390350973,1.0
2018,Michigan,Glengariff Group,600,Debbie Stabenow,2018MIStabenow,-38,316.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Glengariff Group,600,John James,2018MIJames,-38,208.0,0,1,45.8,0.110617903,0.0
2018,Arizona,Fox News/Beacon Research/Shaw & Co. Research,716,Kyrsten Sinema,2018AZSinema,-39,336.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Fox News/Beacon Research/Shaw & Co. Research,716,Martha McSally,2018AZMcSally,-39,322.0,0,1,47.6,-4.106799945,1.0
2018,Tennessee,Fox News/Beacon Research/Shaw & Co. Research,666,Phil Bredesen,2018TNBredesen,-39,286.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Fox News/Beacon Research/Shaw & Co. Research,666,Marsha Blackburn,2018TNBlackburn,-39,319.0,0,1,54.7,-14.12184488,1.0
2018,Indiana,Fox News/Beacon Research/Shaw & Co. Research,695,Joe Donnelly,2018INDonnelly,-39,298.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Fox News/Beacon Research/Shaw & Co. Research,695,Mike Braun,2018INBraun,-39,284.0,0,1,50.9,-8.112056678,1.0
2018,Missouri,Fox News/Beacon Research/Shaw & Co. Research,683,Claire McCaskill,2018MOMcCaskill,-39,293.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Fox News/Beacon Research/Shaw & Co. Research,683,Josh Hawley,2018MOHawley,-39,293.0,0,1,51.4,-6.881433406,1.0
2018,Missouri,Fox News/Beacon Research/Shaw & Co. Research,683,Claire McCaskill,2018MOMcCaskill,-39,314.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Fox News/Beacon Research/Shaw & Co. Research,683,Josh Hawley,2018MOHawley,-39,314.0,0,1,51.4,-6.881433406,1.0
2018,North Dakota,Fox News/Beacon Research/Shaw & Co. Research,704,Heidi Heitkamp,2018NDHeitkamp,-39,288.0,1,0,45.5,-15.10961444,1.0
2018,North Dakota,Fox News/Beacon Research/Shaw & Co. Research,704,Kevin Cramer,2018NDCramer,-39,373.0,0,1,55.5,-15.10961444,1.0
2018,New Jersey,Quinnipiac University,1058,Robert Menendez,2018NJMenendez,-43,560.0,1,0,54.0,5.440680607000001,1.0
2018,New Jersey,Quinnipiac University,1058,Bob Hugin,2018NJHugin,-43,444.0,0,1,42.8,5.440680607000001,0.0
2018,Nevada,Kaiser Family Foundation,513,Jacky Rosen,2018NVRosen,-49,225.0,1,0,50.4,0.039999588,1.0
2018,Nevada,Kaiser Family Foundation,513,Dean Heller,2018NVHeller,-49,230.0,0,1,45.4,0.039999588,1.0
2018,Florida,Kaiser Family Foundation,522,Bill Nelson,2018FLNelson,-49,250.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Kaiser Family Foundation,522,Rick Scott,2018FLScott,-49,234.0,0,1,50.1,-1.790610365,1.0
2018,New Jersey,Vox Populi Polling,794,Robert Menendez,2018NJMenendez,-39,412.0,1,0,54.0,5.440680607000001,1.0
2018,New Jersey,Vox Populi Polling,794,Bob Hugin,2018NJHugin,-39,381.0,0,1,42.8,5.440680607000001,0.0
2018,Arizona,Vox Populi Polling,702,Kyrsten Sinema,2018AZSinema,-39,343.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Vox Populi Polling,702,Martha McSally,2018AZMcSally,-39,365.0,0,1,47.6,-4.106799945,1.0
2018,Missouri,Vox Populi Polling,869,Claire McCaskill,2018MOMcCaskill,-39,425.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Vox Populi Polling,869,Josh Hawley,2018MOHawley,-39,443.0,0,1,51.4,-6.881433406,1.0
2018,Florida,St. Pete Polls,2313,Bill Nelson,2018FLNelson,-39,1096.0,1,0,49.9,-1.790610365,1.0
2018,Florida,St. Pete Polls,2313,Rick Scott,2018FLScott,-39,1080.0,0,1,50.1,-1.790610365,1.0
2018,Arizona,Suffolk University,500,Kyrsten Sinema,2018AZSinema,-41,223.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Suffolk University,500,Martha McSally,2018AZMcSally,-41,208.0,0,1,47.6,-4.106799945,1.0
2018,New Jersey,Fairleigh Dickinson University (PublicMind),508,Robert Menendez,2018NJMenendez,-42,218.0,1,0,54.0,5.440680607000001,1.0
2018,New Jersey,Fairleigh Dickinson University (PublicMind),508,Bob Hugin,2018NJHugin,-42,187.0,0,1,42.8,5.440680607000001,0.0
2018,Florida,Strategic Research Associates,800,Bill Nelson,2018FLNelson,-51,360.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Strategic Research Associates,800,Rick Scott,2018FLScott,-51,352.0,0,1,50.1,-1.790610365,1.0
2018,Nevada,SSRS,693,Jacky Rosen,2018NVRosen,-43,325.0,1,0,50.4,0.039999588,1.0
2018,Nevada,SSRS,693,Dean Heller,2018NVHeller,-43,297.0,0,1,45.4,0.039999588,1.0
2018,Missouri,SSRS,756,Claire McCaskill,2018MOMcCaskill,-43,355.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,SSRS,756,Josh Hawley,2018MOHawley,-43,332.0,0,1,51.4,-6.881433406,1.0
2018,Missouri,Remington Research Group,1555,Claire McCaskill,2018MOMcCaskill,-42,715.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Remington Research Group,1555,Josh Hawley,2018MOHawley,-42,746.0,0,1,51.4,-6.881433406,1.0
2018,Florida,Mason-Dixon Polling & Strategy,815,Bill Nelson,2018FLNelson,-44,383.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Mason-Dixon Polling & Strategy,815,Rick Scott,2018FLScott,-44,374.0,0,1,50.1,-1.790610365,1.0
2018,New York,Siena College,701,Kirsten E. Gillibrand,2018NYGillibrand,-48,427.0,1,0,67.0,9.796951795,1.0
2018,New York,Siena College,701,Chele Farley,2018NYFarley,-48,203.0,0,1,33.0,9.796951795,0.0
2018,New Jersey,Stockton University,531,Robert Menendez,2018NJMenendez,-49,240.0,1,0,54.0,5.440680607000001,1.0
2018,New Jersey,Stockton University,531,Bob Hugin,2018NJHugin,-49,230.0,0,1,42.8,5.440680607000001,0.0
2018,North Dakota,Strategic Research Associates,650,Heidi Heitkamp,2018NDHeitkamp,-51,266.0,1,0,45.5,-15.10961444,1.0
2018,North Dakota,Strategic Research Associates,650,Kevin Cramer,2018NDCramer,-51,331.0,0,1,55.5,-15.10961444,1.0
2018,West Virginia,Strategic Research Associates,650,"Joe Manchin, III",2018WVManchin,-51,299.0,1,0,49.6,-13.38955503,1.0
2018,West Virginia,Strategic Research Associates,650,Patrick Morrisey,2018WVMorrisey,-51,247.0,0,1,46.3,-13.38955503,1.0
2018,Michigan,EPIC-MRA,600,Debbie Stabenow,2018MIStabenow,-47,336.0,1,0,52.3,0.110617903,1.0
2018,Michigan,EPIC-MRA,600,John James,2018MIJames,-47,198.0,0,1,45.8,0.110617903,0.0
2018,Arizona,Latino Decisions,463,Kyrsten Sinema,2018AZSinema,-58,217.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Latino Decisions,463,Martha McSally,2018AZMcSally,-58,189.0,0,1,47.6,-4.106799945,1.0
2018,Florida,Quinnipiac University,888,Bill Nelson,2018FLNelson,-46,470.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Quinnipiac University,888,Rick Scott,2018FLScott,-46,408.0,0,1,50.1,-1.790610365,1.0
2018,Tennessee,SurveyMonkey,1609,Phil Bredesen,2018TNBredesen,-59,675.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,SurveyMonkey,1609,Marsha Blackburn,2018TNBlackburn,-59,675.0,0,1,54.7,-14.12184488,1.0
2018,Mississippi,SurveyMonkey,985,David Baria,2018MSBaria,-59,285.0,1,0,39.5,-7.954178646,1.0
2018,Mississippi,SurveyMonkey,985,Roger F. Wicker,2018MSWicker,-59,423.0,0,1,58.5,-7.954178646,1.0
2018,Pennsylvania,Franklin & Marshall College,204,Robert P. Casey Jr.,2018PACasey,-51,102.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,Franklin & Marshall College,204,Lou Barletta,2018PABarletta,-51,67.0,0,1,42.6,0.390350973,1.0
2018,Montana,Gravis Marketing,710,Jon Tester,2018MTTester,-49,347.0,1,0,50.3,-8.652566712,1.0
2018,Montana,Gravis Marketing,710,Matt Rosendale,2018MTRosendale,-49,319.0,0,1,46.8,-8.652566712,1.0
2018,Arizona,Emerson College,650,Kyrsten Sinema,2018AZSinema,-49,289.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Emerson College,650,Martha McSally,2018AZMcSally,-49,253.0,0,1,47.6,-4.106799945,1.0
2018,Massachusetts,MassINC Polling Group,506,Elizabeth Warren,2018MAWarren,-51,283.0,1,0,60.4,10.77644895,1.0
2018,Massachusetts,MassINC Polling Group,506,Geoff Diehl,2018MADiehl,-51,151.0,0,1,36.2,10.77644895,1.0
2018,Michigan,Ipsos,1150,Debbie Stabenow,2018MIStabenow,-54,629.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Ipsos,1150,John James,2018MIJames,-54,407.0,0,1,45.8,0.110617903,0.0
2018,Wisconsin,Ipsos,1109,Tammy Baldwin,2018WIBaldwin,-54,576.0,1,0,55.4,-1.482069759,1.0
2018,Wisconsin,Ipsos,1109,Leah Vukmir,2018WIVukmir,-54,432.0,0,1,44.6,-1.482069759,1.0
2018,Ohio,Triton Polling & Research,1003,Sherrod Brown,2018OHBrown,-50,526.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,Triton Polling & Research,1003,Jim Renacci,2018OHRenacci,-50,424.0,0,1,46.6,-4.171365879,1.0
2018,Arizona,Marist College,564,Kyrsten Sinema,2018AZSinema,-52,270.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Marist College,564,Martha McSally,2018AZMcSally,-52,253.0,0,1,47.6,-4.106799945,1.0
2018,Arizona,Marist College,564,Kyrsten Sinema,2018AZSinema,-52,253.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Marist College,564,Martha McSally,2018AZMcSally,-52,242.0,0,1,47.6,-4.106799945,1.0
2018,Florida,Marist College,600,Bill Nelson,2018FLNelson,-52,288.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Marist College,600,Rick Scott,2018FLScott,-52,270.0,0,1,50.1,-1.790610365,1.0
2018,Ohio,Marist College,564,Sherrod Brown,2018OHBrown,-52,293.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,Marist College,564,Jim Renacci,2018OHRenacci,-52,219.0,0,1,46.6,-4.171365879,1.0
2018,Ohio,Marist College,564,Sherrod Brown,2018OHBrown,-52,276.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,Marist College,564,Jim Renacci,2018OHRenacci,-52,197.0,0,1,46.6,-4.171365879,1.0
2018,Ohio,Ipsos,1074,Sherrod Brown,2018OHBrown,-55,531.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,Ipsos,1074,Jim Renacci,2018OHRenacci,-55,422.0,0,1,46.6,-4.171365879,1.0
2018,Florida,University of North Florida,603,Bill Nelson,2018FLNelson,-51,271.0,1,0,49.9,-1.790610365,1.0
2018,Florida,University of North Florida,603,Rick Scott,2018FLScott,-51,271.0,0,1,50.1,-1.790610365,1.0
2018,Pennsylvania,Muhlenberg College,404,Robert P. Casey Jr.,2018PACasey,-55,214.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,Muhlenberg College,404,Lou Barletta,2018PABarletta,-55,141.0,0,1,42.6,0.390350973,1.0
2018,Pennsylvania,Ipsos,1080,Robert P. Casey Jr.,2018PACasey,-56,568.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,Ipsos,1080,Lou Barletta,2018PABarletta,-56,399.0,0,1,42.6,0.390350973,1.0
2018,Indiana,Ipsos,1181,Joe Donnelly,2018INDonnelly,-56,538.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Ipsos,1181,Mike Braun,2018INBraun,-56,512.0,0,1,50.9,-8.112056678,1.0
2018,Texas,Vox Populi Polling,508,Beto O'Rourke,2018TXO'Rourke,-52,254.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Vox Populi Polling,508,Ted Cruz,2018TXCruz,-52,254.0,0,1,50.9,-7.023984994,1.0
2018,Tennessee,Vox Populi Polling,567,Phil Bredesen,2018TNBredesen,-52,289.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Vox Populi Polling,567,Marsha Blackburn,2018TNBlackburn,-52,277.0,0,1,54.7,-14.12184488,1.0
2018,California,Vox Populi Polling,500,Dianne Feinstein,2018CAFeinstein,-52,275.0,1,0,54.2,10.76322564,1.0
2018,California,Vox Populi Polling,500,Kevin de León,2018CAde Leon,-52,225.0,1,0,45.8,10.76322564,1.0
2018,California,Public Policy Institute of California,964,Dianne Feinstein,2018CAFeinstein,-59,385.0,1,0,54.2,10.76322564,1.0
2018,California,Public Policy Institute of California,964,Kevin de León,2018CAde Leon,-59,279.0,1,0,45.8,10.76322564,1.0
2018,Rhode Island,Fleming & Associates,420,Sheldon Whitehouse,2018RIWhitehouse,-54,226.0,1,0,61.6,8.381222974,1.0
2018,Rhode Island,Fleming & Associates,420,Bob Flanders,2018RIFlanders,-54,147.0,0,1,38.4,8.381222974,0.0
2018,Massachusetts,Suffolk University,500,Elizabeth Warren,2018MAWarren,-55,269.0,1,0,60.4,10.77644895,1.0
2018,Massachusetts,Suffolk University,500,Geoff Diehl,2018MADiehl,-55,122.0,0,1,36.2,10.77644895,1.0
2018,Texas,Quinnipiac University,807,Beto O'Rourke,2018TXO'Rourke,-57,363.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Quinnipiac University,807,Ted Cruz,2018TXCruz,-57,435.0,0,1,50.9,-7.023984994,1.0
2018,Delaware,University of Delaware,728,Thomas R. Carper,2018DECarper,-57,444.0,1,0,60.0,5.995207379,1.0
2018,Delaware,University of Delaware,728,Rob Arlett,2018DEArlett,-57,174.0,0,1,37.8,5.995207379,1.0
2018,Nevada,Ipsos,1039,Jacky Rosen,2018NVRosen,-61,446.0,1,0,50.4,0.039999588,1.0
2018,Nevada,Ipsos,1039,Dean Heller,2018NVHeller,-61,477.0,0,1,45.4,0.039999588,1.0
2018,Florida,Florida Atlantic University,850,Bill Nelson,2018FLNelson,-55,348.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Florida Atlantic University,850,Rick Scott,2018FLScott,-55,357.0,0,1,50.1,-1.790610365,1.0
2018,Wisconsin,Marquette University Law School,614,Tammy Baldwin,2018WIBaldwin,-56,325.0,1,0,55.4,-1.482069759,1.0
2018,Wisconsin,Marquette University Law School,614,Leah Vukmir,2018WIVukmir,-56,257.0,0,1,44.6,-1.482069759,1.0
2018,Maryland,Goucher College,472,Benjamin L. Cardin,2018MDCardin,-57,264.0,1,0,64.9,15.13676878,1.0
2018,Maryland,Goucher College,472,Tony Campbell,2018MDCampbell,-57,80.0,0,1,30.3,15.13676878,0.0
2018,Montana,Benenson Strategy Group,950,Jon Tester,2018MTTester,-62,475.0,1,0,50.3,-8.652566712,1.0
2018,Montana,Benenson Strategy Group,950,Matt Rosendale,2018MTRosendale,-62,408.0,0,1,46.8,-8.652566712,1.0
2018,West Virginia,Emerson College,825,"Joe Manchin, III",2018WVManchin,-55,369.0,1,0,49.6,-13.38955503,1.0
2018,West Virginia,Emerson College,825,Patrick Morrisey,2018WVMorrisey,-55,273.0,0,1,46.3,-13.38955503,1.0
2018,Arizona,SSRS,761,Kyrsten Sinema,2018AZSinema,-57,380.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,SSRS,761,Martha McSally,2018AZMcSally,-57,327.0,0,1,47.6,-4.106799945,1.0
2018,Tennessee,SSRS,723,Phil Bredesen,2018TNBredesen,-57,361.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,SSRS,723,Marsha Blackburn,2018TNBlackburn,-57,325.0,0,1,54.7,-14.12184488,1.0
2018,Ohio,Baldwin Wallace University,1048,Sherrod Brown,2018OHBrown,-63,513.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,Baldwin Wallace University,1048,Jim Renacci,2018OHRenacci,-63,335.0,0,1,46.6,-4.171365879,1.0
2018,Missouri,YouGov,917,Claire McCaskill,2018MOMcCaskill,-58,412.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,YouGov,917,Josh Hawley,2018MOHawley,-58,412.0,0,1,51.4,-6.881433406,1.0
2018,Montana,YouGov,453,Jon Tester,2018MTTester,-58,212.0,1,0,50.3,-8.652566712,1.0
2018,Montana,YouGov,453,Matt Rosendale,2018MTRosendale,-58,203.0,0,1,46.8,-8.652566712,1.0
2018,Michigan,Target Insyght,800,Debbie Stabenow,2018MIStabenow,-58,440.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Target Insyght,800,John James,2018MIJames,-58,320.0,0,1,45.8,0.110617903,0.0
2018,Texas,Ipsos,992,Beto O'Rourke,2018TXO'Rourke,-62,466.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Ipsos,992,Ted Cruz,2018TXCruz,-62,446.0,0,1,50.9,-7.023984994,1.0
2018,Arizona,Ipsos,1016,Kyrsten Sinema,2018AZSinema,-63,476.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Ipsos,1016,Martha McSally,2018AZMcSally,-63,450.0,0,1,47.6,-4.106799945,1.0
2018,California,Ipsos,1021,Dianne Feinstein,2018CAFeinstein,-63,450.0,1,0,54.2,10.76322564,1.0
2018,California,Ipsos,1021,Kevin de León,2018CAde Leon,-63,242.0,1,0,45.8,10.76322564,1.0
2018,Pennsylvania,Rasmussen Reports/Pulse Opinion Research,800,Robert P. Casey Jr.,2018PACasey,-56,416.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,Rasmussen Reports/Pulse Opinion Research,800,Lou Barletta,2018PABarletta,-56,304.0,0,1,42.6,0.390350973,1.0
2018,Michigan,Mitchell Research & Communications,1009,Debbie Stabenow,2018MIStabenow,-56,544.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Mitchell Research & Communications,1009,John James,2018MIJames,-56,413.0,0,1,45.8,0.110617903,0.0
2018,Missouri,Trafalgar Group,1724,Claire McCaskill,2018MOMcCaskill,-57,758.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Trafalgar Group,1724,Josh Hawley,2018MOHawley,-57,810.0,0,1,51.4,-6.881433406,1.0
2018,New Mexico,Research & Polling Inc.,966,Martin Heinrich,2018NMHeinrich,-61,454.0,1,0,54.1,2.403798731,1.0
2018,New Mexico,Research & Polling Inc.,966,Mick Rich,2018NMRich,-61,251.0,0,1,30.5,2.403798731,0.0
2018,New Mexico,Research & Polling Inc.,966,Gary Johnson,2018NMJohnson,-61,154.0,0,0,15.4,2.403798731,1.0
2018,Nevada,Gravis Marketing,700,Jacky Rosen,2018NVRosen,-57,329.0,1,0,50.4,0.039999588,1.0
2018,Nevada,Gravis Marketing,700,Dean Heller,2018NVHeller,-57,315.0,0,1,45.4,0.039999588,1.0
2018,Minnesota,Mason-Dixon Polling & Strategy,800,Amy Klobuchar,2018MNKlobuchar,-58,480.0,1,0,60.3,1.11430914,1.0
2018,Minnesota,Mason-Dixon Polling & Strategy,800,Jim Newberger,2018MNNewberger,-58,240.0,0,1,36.2,1.11430914,1.0
2018,Tennessee,Triton Polling & Research,1038,Phil Bredesen,2018TNBredesen,-58,467.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Triton Polling & Research,1038,Marsha Blackburn,2018TNBlackburn,-58,501.0,0,1,54.7,-14.12184488,1.0
2018,Florida,Ipsos,1000,Bill Nelson,2018FLNelson,-63,446.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Ipsos,1000,Rick Scott,2018FLScott,-63,460.0,0,1,50.1,-1.790610365,1.0
2018,Florida,Rasmussen Reports/Pulse Opinion Research,800,Bill Nelson,2018FLNelson,-58,360.0,1,0,49.9,-1.790610365,1.0
